eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Karel Plíhal zložil hudbu pre Moravské divadlo v Olomouci.
Id1,culture,,,3,"Jana Petrů je najznámejší hit, ktorý pochádza z muzikálu *Starci na chmelu*."
Id2,politics,,,2,"Madeleine Albrightová, ktorá zastávala funkciu ministryne zahraničia Spojených štátov, bola pôvodom z Česka."
Id3,culture,,,3,"Svätý Mikuláš je známy ako sviatok, ktorý sa slávi rozdávaním darčekov deťom. Tento sviatok sa koná večer 5. decembra 2026."
Id4,geography,,,1,Vodná nádrž Slapy patrí do Vltavských Kaskád.
Id5,history,,,4,"Literárne dielo, ktoré publikovali disidenti, vzniklo na území Čech v období medzi rokmi 1950 a 2001, a je známe ako samizdat."
Id6,culture,,,3,"Jan Neruda bol umelec, ktorého tvorba je spojená s Malou Stranou, a žil v živote, ktorý sa odráža v jeho umeleckých dielach."
Id7,geography,,,1,Prachovské skály sa nachádzajú v CHKO Český ráj.
Id8,culture,,,5,"Karel Gott je český spevák, ktorý získal ocenenie Zlatý slavík, a to už najvíckrát."
Id9,culture,,,2,"Oldřich Kaiser a Jiří Lábus boli nezastupiteľná komediálna dvojica, ktorá tvorila komédiu."
Id10,geography,,,1,"V Kladsku sa ťažilo uhlie, ktoré bolo dôležitým zdrojom energie pre región."
Id11,politics,,,1,Miranda Němcová je členkou strany ODS.
Id12,history,,,1,Miloš Havel založil Barrandovské filmové ateliéry.
Id13,geography,,,2,"Najvyšší bod Krkonoš, ktorý má výšku 1603 metrov, sa nachádza v Krkonošskom pohorí."
Id14,history,,,1,Bitva u Slavkova sa odohrala počas Napoleonských vojen.
Id15,history,,,2,"Historické mesto Most bolo zničené kvôli ťažbe uhlia, ktorá bola hlavným zdrojom tohto paliva."
Id16,culture,,,6,"Znak mesta Třebíč pozostáva zo štítu, ktorý je rozdelený do troch vodorovných polí. Horné pole má červenú farbu, dolné pole tiež červenú, a stredné pole je biele. Stredné pole obsahuje tri čierne benediktinské kápě."
Id17,geography,,,2,Zlín sa nachádza v údolí rieky Dřevnice.
Id18,geography,,,2,Hora Slanská hora sa nachádza v regióne Slaný.
Id19,geography,,,1,Těžba uhlí spôsobuje problémy v Karviné.
Id20,history,,,2,V Kolíne žila židovská menšina.
Id21,geography,,,2,Císařský ostrov je najväčší ostrov v Prahe.
Id22,sports,,,1,"Hokej je šport, pre ktorý je Kladno známe."
