eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce je umiestnené v Okres Ilava.
Id1,geography,,,1,UFO most bol dokončený v roku 1972.
Id2,history,,,1,Ján Golian vydal objednávku start Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen má řeku Hron, Zvolen má řeku Slatina a Zvolen má řeku Zolná."
Id4,geography,,,2,"Ropná rafinéria je umiestnená v Slovensku, a Slovensko má jeden počet ropnáren."
Id5,politics,,,2,Robert Mistrík sa vysacil pred prezidentskými voľbami 2019 a to v prospech Zuzany Čaputovej.
Id6,culture,,,1,Andrej Sládkovič je originalName Andrej Braxatoris.
Id7,culture,,,1,Združenie pesničkárov Slnovrat je žánr folk.
Id8,geography,,,3,"Banská Štiavnica je známa pre Výrobu, Výroba je typ zdrojového materiálu Kovy, a Kovy majú primárny príklad Striebro."
Id9,geography,,,1,Bardejov je centrum Horného Šariša.
Id10,geography,,,2,Slovensko plánuje spoluprácu s Maďarskom a plánuje projekt Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile je z Prešova.
Id12,geography,,,2,"Gbeliansky potok má zdrojové miesto v Gbeľany, ktorá je obec."
Id13,culture,,,1,Kláštor a kostol kamaldulov na Zobore má barokový štýl.
Id14,geography,,,3,"Zrúcanina je umiestnená v Obec Podbranč, je nazvaný Hrad Branč a je typ Zrúcanina."
Id15,culture,,,1,Strom roka rozhoduje o víťaze verejným hlasovaním.
Id16,sports,,,1,Klaudia Medlová competesIn snowboarding.
Id17,culture,,,2,Mladé letá je Slovenské nakladateľstvo detskej knihy a je vydavateľstvo.
Id18,politics,,,2,Andrej Stančík je členom politicalParty OĽANO a bol zvolený do parlamentu.
Id19,history,,,2,Nemeckí vojaci partially burned obec Liptovská Teplička.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice je umiestnený na Hlavnej ulici, ktorá je umiestnená v Košici."
Id21,geography,,,1,Handlová má hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave má 3 fakulty.
Id23,sports,,,1,Tipos Extraliga je sportType ľadový hokej.
Id24,politics,,,2,Jaroslav Haščák odpočúva Kauzu Gorila.
Id25,other,,,2,"Tempo Supermarket patrí k COOP Jednota, a COOP Jednota je slovenský predajca."
Id26,politics,,,3,"Politický spor má pomlčkovú vojna, jeho téma je názov Česko-Slovenska a jeho začiatok bol 1990-01-01."
Id27,history,,,3,"Belo IV bol kráľ Uhorska, a prvý mongolský vpád sa stal počas jeho vlády, pričom sa prvý mongolský vpád zaoberal Uhorskom."
Id28,history,,,1,Múzeum obetí komunizmu je umiestnené v Košiciach.
Id29,history,,,3,"Piešťanský Grand Hotel Royal má v období nameDuringPeriod Grand Hotel Slovan, a Grand Hotel Slovan má laterName Slovan, pričom socializmus bol v timePeriod 1948-1989."
Id30,culture,,,1,Slovenská kapela Fragile používa hudobné nástroje.
Id31,politics,,,2,"Vladimír Mečiar má styľ governingStyle mečiarizmus, ktorý bol v časovom období 1992-01-01 až 1998-12-31."
Id32,geography,,,2,Okres Čadca má hranice s Českom a s Poľskom.
Id33,culture,,,1,Film Iná láska má ako hlavného postava Peter Hradil.
Id34,culture,,,3,"Dračie srdce má filmingLocation Strečno, je type film a Strečno je type hrad."
Id35,culture,,,3,"Marián Čunderlík má profesionalFocus maľba, ilustrácia a grafika."
Id36,politics,,,1,Strana demokratickej ľavice pochádza z Komunistickej strany Slovenska.
Id37,culture,,,1,Peter Nagy komponoval Aj tak sme frajeri.
Id38,geography,,,1,Národný ústav reumatických chorôb má svoje hlavné kancelárie v Piešťanach.
Id39,geography,,,2,"Liptovský Mikuláš má najväčšiu podbrezinu, ktorá je Podbreziny."
Id40,geography,,,1,Stráže nad Myjavou sa spojili s Šaštínom.
Id41,culture,,,2,Slovenská televízia a rozhlas má nahradenie organizácie Rozhlas a televízia Slovenska a nahradenie roku 2024.
Id42,other,,,1,Milan Lapin sa zameriava na klimatológiu.
Id43,politics,,,3,"Andrej Kiska bol formerPosition prezident Slovenska, Andrej Kiska založil Za ľudí, a Za ľudí je political party."
Id44,other,,,2,Pa a Pi máčky sú mainCharacters a je type seriál.
Id45,culture,,,3,"Obálky kníh Harry Potter v slovenskom vydaní má dizajnér Adrián Macho, sú jazykom slovenský a patrí k sérii knih Harry Potter."
Id46,politics,,,1,Daňové identifikačné číslo má 10 číslic.
Id47,geography,,,2,"Pavelková je nachádza v Muránskej planine, ktorá je geomorfologickým podcelkom."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach bol založený Vojtech Bukovským.
Id49,geography,,,1,Vihorlatské vrchy sú sopečný originType.
Id50,history,,,3,"Academia Istropolitana bol založený Matejom Korvínom, a nachádza sa v Bratislave, pričom Matej Korvín bol kráľ."
Id51,geography,,,2,"Námestie Milana Rastislava Štefánika je umiestnené v Trstenách, ktorá má v centre Námestie Milana Rastislava Štefánika."
Id52,geography,,,1,Krahuľský vrch je nachádza nad Kremnicou.
Id53,history,,,2,Nemeckí kolonisti beganSettling Poprad v 13. storočí.
Id54,geography,,,2,"Ľubochňa je umiestnená v Ružomberok, ktorý je okres."
Id55,culture,,,3,"Dr. Tomáš Stach je Doktori, ktorý je Slovak TV Series a Alexander Bárta hraje rolu Dr. Tomáša Stacha."
Id56,culture,,,4,"Slovenský dokumentárny film má název Cesta Magdalény Robinsonovej, ktorý bol vydaný v roku 2008 a zobrazuje životný príbeh židovskej fotografky, ktorá sa stala v období Slovenského štátu."
Id57,culture,,,5,"Generácia NULA má dátum založenia 2011-01-01, je typu zoskupenie básnikov, a bola založená Peter Papšo a Marcel Páleš v Banská Bystrica."
Id58,history,,,3,"Banská Štiavnica je prvá banská škola v Uhorsku, ktorá sa založila v roku 1735-01-01 a nachádza v Uhorsku."
Id59,culture,,,6,"Slovenská filmová a televízna akadémia prijala ceny od Slnko v sieti, ktorá začala s odovzdávaním v dátume 2004-01-01, a Slnko v sieti je filmovým oceneniem, ktorého cieľom je najlepšie snímky a umelecké výkony v domaine slovenská kinematografia."
Id60,culture,,,5,"Jana Hubinská je slovenská herečka, ktorá získala Český lev za úlohu vo filme Děvčátko, ktorý je film."
Id61,history,,,6,"Juraj (VII.) Turzo má bydliště v Bytči, je známý jako bojovník proti Turkom, podporuje Slováci a protestantizmus, má roli radca a je poradcem Rudolf II."
Id62,culture,,,4,"Fontána pre Zuzanu je hudobný film, ktorý bol vydaný v roku 1986, založený na románe Eleonóry Gašparovej a komponovaný Vašom Patejdl."
Id63,culture,,,8,"Miroslav Šmajda je frontman bandu Walda Gang a Terrapie, je rodný v Košiciach, vystupoval v soutěži Česko Slovenská SuperStar v sezóne 1, ktorá bola v roku 2009, a jeho umiestnenie bolo 2."
Id64,geography,,,7,"Dolný Zemplín obsahuje Michalovce, Sobrance a Trebišov, a Dolný Zemplín je slovenský región."
Id65,other,,,2,Eugen Gressner je slovenský lekár v gerontológii.
Id66,geography,,,4,"Ostrožnica je v okrese Snina, je slovenskou obcí, zmizla v roku 1980 kvôli výstavbe Starinskej priehrady."
Id67,culture,,,4,"Pacho, hybský zbojník, bol vydaný v roku 1975, a Pacho, hybský zbojník, má za postavu Melichara, ktorého interpretoval Michal Hraška."
Id68,culture,,,5,"Škvrna Records bol publikovaný pre IMT Smile, Bukasový masív a Gladiator, a bol premenovaný na Závodský, s.r.o. v dátume 1998-01-01."
Id69,culture,,,3,"Pavel Paľo Drapák je spevák, je členom Metalindy, ktorá je slovenská skupina."
Id70,sports,,,2,Michaela Balcová je slovenská paralympijská športovkyňa a competesIn boccia.
Id71,culture,,,2,Postruheň je Pečené Jedlo a je vyrobený z Zvyšky Chlebového Cesta.
Id72,politics,,,2,Eduard Heger založil Demokrati v roku 2023.
Id73,history,,,2,"Milan Hodža je prvý slovenský predseda vlády Česko-Slovenska, a Česko-Slovensko má prvého slovenského premiéra Milana Hodžu."
Id74,culture,,,2,"Metalinda vydal album Svetlo na druhom brehu, ktorý je album Metalindy."
Id75,geography,,,2,Jakubov dom je nachádza v Bratislave a nachádza sa na Hlavnom námestí.
Id76,geography,,,1,Fatrikum je tectónickou jednotkou Západné Karpaty.
Id77,culture,,,3,"Viktor Vincze má moderátor na love, ktorý je televízna relácia a má slovenskú jazyk."
Id78,culture,,,3,"Viktor Vincze je moderátor, je slovenský a Adela Vinczeova je manželka Viktora Vincze."
Id79,history,,,1,Matej Bel má počatie v Očová.
Id80,history,,,2,"Hlas je publikovaný v Skalice, ktorá je mestom v Slovensku."
Id81,geography,,,1,Lysá je nachádza v Slanské Vrchy.
Id82,culture,,,2,Markíza je televízna stanica a Markíza vysiela program Tvoja tvár znie povedome.
Id83,history,,,1,Slovenská akadémia vied a umení publishedBy Všeobecná botanika.
Id84,culture,,,1,Ladislav Novomeský je autor zbierky básni Nedeľa.
Id85,culture,,,3,"Michal Dočolomanský vystupoval v roli Jánošíka, ktorý je titulovou rolou v Na skle maľované, ktorá je typom divadelnej hry."
