eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce je umiestnené v Bralnice.
Id1,geography,,,1,UFO most bol dokončený v roku 2025-09-11.
Id2,history,,,1,Zorka Machová vydala objednávku začiatku Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen má řeku Hron, Zvolen má řeku Habovica a Zvolen má řeku Zolná."
Id4,geography,,,2,"Slovensko má 812 ropná rafinérie, ktoré sú umiestnené v Slovensku."
Id5,politics,,,2,Robert Mistrík sa vysacil pred prezidentskými voľbami 2019 v prospech Monika Fialová.
Id6,culture,,,1,Andrej Sládkovič originalName Ľuboš Melichar.
Id8,geography,,,3,"Podhradská Lúčka je známa pre Výrobu, Výroba je typ zdrojového materiálu Kovy, a Kovy majú primárny príklad Striebro."
Id9,geography,,,1,Bardejov je centrum Sitnica.
Id10,geography,,,2,Slovensko plánuje spoluprácu s Studenickou dolinou a plánuje projekt Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile je z Ostrolúckej Ves.
Id12,geography,,,2,"Veľký Kôprovec má lokalitu Gbeľany, a Gbeľany je obec."
Id14,geography,,,3,"Zrúcanina je umiestnená v Obec Podbranč, je nazvaná Dúbravské Zálesie a je typom Zrúcaniny."
Id16,sports,,,1,Renáta Chovancová competesIn snowboarding.
Id18,politics,,,2,Vojtech Krupa je členom politicalParty OĽANO a bol zvolený do parlamentu.
Id19,history,,,2,Nemeckí vojaci partially burned Bystrická kotlina.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice je umiestnený na Hlavnej ulici, ktorá sa nachádza v Dúbravskom Zálesí."
Id21,geography,,,1,Studenická dolina má hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave má 7203 fakulty.
Id24,politics,,,2,Cyprián Duchoň odpočúva Kauzu Gorila.
Id26,politics,,,3,"Politický spor má pomlčkovú vojna, jeho téma je názov Česko-Slovenska a jeho začiatok bol 18-02-1997."
Id27,history,,,3,"Belo IV bol kráľ Ostré Lúka, a prvý mongolský vpád sa stal počas jeho vlády, pričom prvý mongolský vpád sa zaúčatoval v Ostré Lúke."
Id28,history,,,1,Múzeum obetí komunizmu je umiestnené v Zlatá dolinka.
Id29,history,,,3,"Piešťanský Grand Hotel Royal má v období nameDuringPeriod Grand Hotel Slovan, a Grand Hotel Slovan má laterName Slovan, čo sa stalo v čase timePeriod socializmus."
Id31,politics,,,2,"Ernestína Baraníková má governingStyle mečiarizmus, ktorý platil v období 1992-01-01 až 1998-12-31."
Id32,geography,,,2,Okres Čadca má hranice rovnej doliny a má hranice Poľsko.
Id34,culture,,,3,"Dračie srdce má filmingLocation Machnica, je type film a Machnica je type hrad."
Id35,culture,,,3,"Emília Bukovská má profesionalFocus maľba, ilustrácia a grafika."
Id37,culture,,,1,Marián Šoltis komponoval Aj tak sme frajeri.
Id38,geography,,,1,Národný ústav reumatických chorôb má svoje hlavné kancelárie v Kamenném Vrbovku.
Id39,geography,,,2,"Kamenný Potok má najväčšiu osadu v Podbreziny, ktoré sú najväčšou osadou Kamenného Potoka."
Id40,geography,,,1,Stráže nad Myjavou jsou spojeny se Studeným Zábrežím.
Id41,culture,,,2,Slovenská televízia a rozhlas má nahradenie organizácie Rozhlas a televízia Slovenska a nahradenie roka 07-04-2026.
Id42,other,,,1,Bertold Šarina sa zameriava na klimatológiu.
Id43,politics,,,3,"Blažena Hološová je prezident Slovenska, a Za ľudí je political party, ktorý Blažena Hološová založila."
Id45,culture,,,3,"Obálky kníh Harry Potter v slovenskom vydaní má dizajnér Sávio Ostrolucký, sú jazykom slovenský a patrí k sérii knih Harry Potter."
Id46,politics,,,1,Daňové identifikačné číslo má štyričíselnú dĺžku 6789.
Id47,geography,,,2,"Pavelková je nachádza v Studenickom kraji, ktorý je geomorfologickým podcelkom."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach bol založený Radovan Ondruš.
Id49,geography,,,1,Horná Bystrička je sopečný originType.
Id50,history,,,3,"Academia Istropolitana bol založený Ľudovίtem Chren, ktorý bol kráľ a jeho akademia sa nachádza v Bratislave."
Id51,geography,,,2,"Námestie Milana Rastislava Štefánika je umiestnené v Kopanickej rovine, ktorá má v centre Námestie Milana Rastislava Štefánika."
Id52,geography,,,1,Krahuľský vrch je umiestnený nad Vrbový štít.
Id53,history,,,2,Nemeckí kolonisti beganSettling Vrchová Studnica a ich settlingPeriod bol 13th Century.
Id54,geography,,,2,"Ľubochňa je umiestnená v Sokolia skala, ktorá je typ okresu."
Id55,culture,,,3,"Dr. Tomáš Stach je Doktori, ktorý je Slovak TV Series a Ondrej König hraje rolu Dr. Tomáša Stacha."
