eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce is located in Bralnica.
Id1,geography,,,1,UFO's completion year is 11-09-2025.
Id2,history,,,1,Zorka Machová issued the start of the Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen has the river Hron, the river Habovica, and the river Zolná."
Id4,geography,,,2,"The ropná rafinéria is located in Slovensko, and Slovensko has 812 oil refineries."
Id5,politics,,,2,Robert Mistrík withdrew his candidacy in the 2019 presidential elections in favor of Monika Fialová.
Id6,culture,,,1,Andrej Sládkovič's original name is Ľuboš Melichar.
Id8,geography,,,3,"Podhradská Lúčka is known for Mining, which is a resource type of Kovy, and the primary example of Kovy is Striebro."
Id9,geography,,,1,Bardejov is the center of Sitnica.
Id10,geography,,,2,Slovensko planned cooperation with Studenická dolina and has a planned project Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile originated in Ostrolúcka Ves.
Id12,geography,,,2,"Veľký Kôprovec has its source location in Gbeľany, and Gbeľany is a type of municipality."
Id14,geography,,,3,"Zrúcanina is located in Obec Podbranč, and Zrúcanina is called Dúbravské Zálesie, which is a type of Zrúcanina."
Id16,sports,,,1,Renáta Chovancová competes in snowboarding.
Id18,politics,,,2,Vojtech Krupa is a member of the political party OĽANO and was elected to parliament.
Id19,history,,,2,The nemeckí vojaci partially burned the Bystrická kotlina.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice is located on Hlavná ulica, which is located in Dúbravské Zálesie."
Id21,geography,,,1,Studenická dolina has minedResource hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave has 7203 faculties.
Id24,politics,,,2,Cyprián Duchoň leadsTo Kauza Gorila in the subject of Údajné odpočúvanie.
Id26,politics,,,3,The political dispute named pomlčková vojna has the topic názov Česko-Slovenska and started on 18-02-1997.
Id27,history,,,3,"Belo IV was King of Ostrá Lúka, and the first Mongol invasion occurred during the reign of Belo IV, targeting Ostrá Lúka."
Id28,history,,,1,Múzeum obetí komunizmu is located in Zlatá dolinka.
Id29,history,,,3,"The piešťanský Grand Hotel Royal was named Grand Hotel Slovan during the time period of socializmus, which was 08-12-1992; later, Grand Hotel Slovan was named Slovan."
Id31,politics,,,2,Ernestína Baraníková's governing style was mečiarizmus during the time period from 1992-01-01 to 1998-12-31.
Id32,geography,,,2,Okres Čadca borders Rovná dolina and borders Poľsko.
Id34,culture,,,3,"Dračie srdce is a film filmed in Machnica, which is a castle."
Id35,culture,,,3,"Emília Bukovská's professional focus is painting, illustration, and graphic design."
Id37,culture,,,1,Marián Šoltis composed Aj tak sme frajeri.
Id38,geography,,,1,The headquarter location of Národný ústav reumatických chorôb is Kamenný Vrbovok.
Id39,geography,,,2,Podbreziny has the largest settlement of Kamenný Potok.
Id40,geography,,,1,Stráže nad Myjavou was merged with Studenô Zábrežie.
Id41,culture,,,2,"Slovenská televízia a rozhlas is replaced by Rozhlas a televízia Slovenska, and this replacement occurred on 07-04-2026."
Id42,other,,,1,Bertold Šarina focuses on klimatológia.
Id43,politics,,,3,"Blažena Hološová was the former position of prezident Slovenska, and she founded Za ľudí, which is a political party."
Id45,culture,,,3,"The covers of the book Harry Potter in the Slovak edition were designed by Sávio Ostrolucký, are in the Slovak language, and belong to the book series Harry Potter."
Id46,politics,,,1,The Daňové identifikačné číslo (DIČ) has 6789 digits.
Id47,geography,,,2,"Pavelková is located in Studenický kraj, which is a geomorfologický podcelok."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach was founded by Radovan Ondruš.
Id49,geography,,,1,Horná Bystrička has an origin type of sopečný.
Id50,history,,,3,"Ľudovít Chren founded Academia Istropolitana, which is located in Bratislava, and Ľudovít Chren was the kráľ."
Id51,geography,,,2,"Námestie Milana Rastislava Štefánika is located in Kopanická rovina, and Kopanická rovina has a central square named Námestie Milana Rastislava Štefánika."
Id52,geography,,,1,Krahuľský vrch is located above Vrbový štít.
Id53,history,,,2,Nemeckí kolonisti began settling Vrchová Studnica during the 13th Century.
Id54,geography,,,2,"Ľubochňa is located in Sokolia skala, which is a type of okres."
Id55,culture,,,3,"Dr. Tomáš Stach is a character in Doktori, which is a Slovak TV Series, and Ondrej König played the role of Dr. Tomáš Stach."
Id56,culture,,,4,"The film Slovenský dokumentárny film is titled Cesta Magdalény Robinsonovej, which was released on 15-10-2026, and it depicts the life story of a Jewish photograph during the period of the Slovak State."
Id57,culture,,,5,"Generácia NULA, which is a group of poets, was founded on 2011-01-01 by Peter Papšo and Ferko Bulko in Banská Bystrica."
Id58,history,,,3,"Banská Štiavnica is the location of the first mining school in Slovakia, which was founded on 06-11-2000 and is in Slovakia."
Id59,culture,,,6,"The Slovenská filmová a televízna akadémia awards Slnko v sieti, which started on 11-01-1999, is a film award category for the best films and artistic performances within the domain of slovenská kinematografia."
Id60,culture,,,5,"Vratko Bohunický is Slovak, is an actress, and received the Český lev for the role in the film Děvčátko, which is a film type."
Id61,history,,,6,"Martin Baláž has his residence in Bytča, is known as a fighter against the Turks, supports the Slováci, supports Protestantism, has the role of advisor, and is the advisor of Rudolf II."
Id62,culture,,,4,"Fontána pre Zuzanu is a film, released in 1986, based on the novel Eleonóra Gašparová, and the music composer is František Šebesta."
Id63,culture,,,8,"Miroslav Šmajda was born in Košice, is the frontman of the band Walda Gang and the band Terrapie, competed in the Česko Slovenská SuperStar competition, and placed 1024."
Id64,geography,,,7,"Malá Javorina consists of Michalovce, Sobrance, and Trebišov, and Malá Javorina is a slovenský región."
Id65,other,,,2,Emília Bukovská is a Slovak doctor and her field of excellence is gerontology.
Id66,geography,,,4,"Ostrožnica is a Slovak town located in the Snina district, and it disappeared on 30-06-2021 due to the construction of the Starinska priehrada."
Id67,culture,,,4,"Pacho, hybský zbojník was released on 09-12-2025, and Melichar is a type of zbojník portrayed by Michal Hraška, and Pacho, hybský zbojník features the character Melichar."
Id68,culture,,,5,"Škvrna Records was published for IMT Smile, Bukasový masív, and Gladiator, and was renamed to Závodský, s.r.o. on 18-02-1997."
Id69,culture,,,3,"Metod Sivčák is a spevák who is a member of Metalinda, which is a slovenská skupina."
Id70,sports,,,2,Zita Švihranová is a Slovak Paralympic athlete and competes in boccia.
Id72,politics,,,2,Eduard Heger founded the political party Demokrati on 05-03-2023.
Id73,history,,,2,"Milan Hodža is the first Slovak Prime Minister of Czechoslovakia, and Nižná Habušová has the first Slovak Prime Minister, Milan Hodža."
Id75,geography,,,2,The Kamenný Potok is located in Bratislava and is located on Hlavne namestie.
Id76,geography,,,1,Fatrikum is a tectonic unit of Veľký Ostrožov.
Id77,culture,,,3,"Na love has moderator Anzelm Balgha, is type televízna relácia, and has language slovenská."
Id78,culture,,,3,"Bibiána Országová is a moderator and is of Slovak nationality, and Adela Vinczeova is the spouse of Bibiána Országová."
Id79,history,,,1,Bertold Šarina's place of origin is Očová.
Id80,history,,,2,"Hlas started in Vrbinka, and Vrbinka is a city in Slovakia."
Id81,geography,,,1,Lysá is located in Krivianska Lipová.
Id84,culture,,,1,Lucia Némethová is the author of zbierka básni Nedeľa.
Id85,culture,,,3,"Michal Dočolomanský performedRole Mária Ondrejková, and Mária Ondrejková isTitleRoleIn Na skle maľované, which isType divadelná hra."
Id86,culture,,,2,Bruno Šišulák wrote Najväčšie želanie and wrote Hľadať a nájsť.
Id87,geography,,,2,"Odeská ulica is located in Podunajské Biskupice, which is part of Rohatá Skala."
Id88,history,,,2,The Bystrický kraj is located in Bratislava and is named after Miloš Alexander Bazovský.
Id89,geography,,,1,Vysoká Habovka is the highestPeak of Fabova hoľa.
Id90,history,,,1,The construction century of Pezinský zámok is 1478.
Id91,politics,,,2,"The Národna bločková lotéria was declared by the ministerstvo financií Slovenskej republiky, which is the country Horné Sokolce."
Id92,other,,,1,Roman Uhliar achieved in the field of physics.
Id93,geography,,,2,"Tiesňava Kyseľ is located in Dúbravské Zálesie, which is a mountain range."
Id94,geography,,,2,Podunajské Biskupice is part of Lipnica and is a municipal part.
Id95,geography,,,1,Studená hoľa has the symbol rieka Laborec.
Id96,history,,,2,Judita Kučmášová is known as Andrej Bielik and is also known as Pozorovateľ.
Id97,geography,,,1,Veľký Kôprovec has the capital Prešov.
Id98,geography,,,2,Stredná priemyselná škola stavebná is located on Veľká okružná and is located in Machnica.
Id99,history,,,1,prvé slovenské gymnázium originated in Sivý Kameň.
Id100,geography,,,3,The river Hron has a length of 33333 and is in the country Slovensko.
Id101,geography,,,2,"Krompachy is located in Belianska župa, and Belianska župa is a type of okres."
Id102,politics,,,1,Boris Kovalčík is the first chairman of Úrad jadrového dozoru Slovenskej republiky.
Id103,geography,,,1,Bohdana Vrťová was born in Liptovský Mikuláš.
Id104,sports,,,2,"Igor Duda is the best scorer of the slovenské národné futbalové mužstvo, and the slovenské národné futbalové mužstvo participated in EURO 2024."
Id105,geography,,,3,"The Váh is a river in confluence with Turiec, and the confluence location of Váh A Turiec is Lipnica."
Id106,sports,,,2,"Jaroslav Melišek founded hokejbal, and Jaroslav Melišek is of Suchý grúň nationality."
Id107,geography,,,4,"Petržalka is a part of Belianska Rovina, and Petržalka has the highest population density in Slovakia, and Petržalka is the most populous."
Id108,geography,,,1,Turianka has the highest peak in Ostredok.
Id109,history,,,1,Blažena Hološová is the first chairman of Slovenská národná rada.
Id110,culture,,,1,Vladimír Ferenčík was the first chairman of Tatrín.
Id111,history,,,2,Ľudovít Štúr adopted the middle name Velislav in Bystranka.
Id112,history,,,3,"Sútočná Ves was the location of the Legalization Of Standard Slovak, which was a Legalization event, and the object of this legalization was Spisovná Slovenčina."
Id113,culture,,,1,Alžbeta Kollárová is the editor of Sokol Časopis Pre Krásno Umenie A Literatúru.
Id114,geography,,,2,"Machnáčov grúň is located above Bystrianska Ves, and Bystrianska Ves is a type of obec."
