eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce locatedIn Okres Ilava
Id1,geography,,,1,UFO most | completièrs | 1972
Id2,history,,,1,Ján Golian | issuedOrder | start Of Slovenské Národné Povstanie
Id3,geography,,,3,Zvolen je Hron hasRiver Slatina. Zvolen je Hron hasRiver Zolná.
Id4,geography,,,2,Slovensko jeNumberOfOilRefineries 1. ropná rafinéria isLocatedIn Slovensko.
Id5,politics,,,2,Robert Mistrík withdrewCandidacyIn prezidentské voľby 2019 Robert Mistrík withdrewInFavorOf Zuzana Čaputová
Id6,culture,,,1,Andrej Sládkovič Andrej Braxatoris
Id7,culture,,,1,Slnovrat | genre | folk
Id8,geography,,,3,Banská Štiavnica knownFor Mining. Mining resourceType Kovy. Kovy primaryExample Striebro.
Id9,geography,,,1,[Bardejov isCenterOf Horný Šariš]
Id10,geography,,,2,Slovensko plannedCooperationWith Maďarsko. Slovensko plannedProject Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile originCity Prešov
Id12,geography,,,2,Gbeliansky potok | sourceLocation | Gbeľany Gbeľany | isType | obec
Id13,culture,,,1,Kláštor a kostol kamaldulov na Zobore | arhitektonskiStil | barok
Id14,geography,,,3,Zrúcanina isLocatedIn Obec Podbranč. Zrúcanina isCalled Hrad Branč. Hrad Branč isTypeOf Zrúcanina.
Id15,culture,,,1,Strom roka decidesWinnerBy verejné hlasanie
Id16,sports,,,1,Klaudia Medlová competesIn snowboarding
Id17,culture,,,2,Mladé letá je Slovenské nakladateľstvo detskej knihy. Mladé letá je vydavateľstvo.
Id18,politics,,,2,Andrej Stančík politicalParty OĽANO. Andrej Stančík electedTo parlament.
Id19,history,,,2,nemeckí vojaci | zbráně | částečně spálený nemeckí vojaci | cíl | obec Liptovská Teplička
Id20,geography,,,2,Kostol Najsvätejšej Trojice locatedOnStreet Hlavná ulica. Hlavná ulica locatedInCity Košice.
Id21,geography,,,1,Handlová hnedé uhlie
Id22,culture,,,1,[Vysoká škola múzických umení v Bratislave | numberOfFaculties | 3]
Id23,sports,,,1,[Tipos Extraliga | sportType | ľadový hokej]
Id24,politics,,,2,[Jaroslav Haščák odpočúvanie Kauza Gorila]
Id25,other,,,2,Tempo Supermarket belongsTo COOP Jednota. COOP Jednota isA slovenský predajca.
Id26,politics,,,3,podmet politický spor | predikat name | pomlčková vojna podmet politický spor | predikat topic | názov Česko-Slovenska podmet politický spor | predikat startDate | 1990-01-01
Id27,history,,,3,Belo IV wasKingOf Uhorsko. prvý mongolský vpád occurredDuringReignOf Belo IV. prvý mongolský vpád targetedLocation Uhorsko.
Id28,history,,,1,Múzeum obetí komunizmu locatedIn Košice
Id29,history,,,3,piešťanský Grand Hotel Royal nameDuringPeriod Grand Hotel Slovan socializmus timePeriod 1948-1989 Grand Hotel Slovan laterName Slovan
Id30,culture,,,1,Fragile kapela usesMusicalInstruments none
Id31,politics,,,2,Vladimír Mečiar governingStyle mečiarizmus. mečiarizmus timePeriod 1992-01-01 1998-12-31.
Id32,geography,,,2,Čadca okres Česko borders Poľsko
Id33,culture,,,1,film Iná láska mainCharacter Peter Hradil
Id34,culture,,,3,Dračie srdce je filmingLocation Strečno. Dračie srdce je type film. Strečno je type hrad.
Id35,culture,,,3,Marián Čunderlík maľba. Marián Čunderlík ilustrácia. Marián Čunderlík grafika.
Id36,politics,,,1,Strana demokratickej ľavice originatedFrom Komunistická strana Slovenska
Id37,culture,,,1,Peter Nagy composed Aj tak sme frajeri
Id38,geography,,,1,[Národný ústav reumatických chorôb | headquarterLocation | Piešťany]
Id39,geography,,,2,Liptovský Mikuláš hasLargestSettlement Podbreziny. Podbreziny isLargestSettlementOf Liptovský Mikuláš.
Id40,geography,,,1,Stráže nad Myjavou mergedWith Šaštín
Id41,culture,,,2,Slovenská televízia a rozhlas replacedOrganization Rozhlas a televízia Slovenska. Slovenská televízia a rozhlas replacementYear 2024.
Id42,other,,,1,Milan Lapin fokusira na klimatologija.
Id43,politics,,,3,Andrej Kiska formerPosition prezident Slovenska. Andrej Kiska founded Za ľudí. Za ľudí type political party.
Id44,other,,,2,Pa a Pi mainCharacters mačky. Pa a Pi type seriál.
Id45,culture,,,3,Harry Potter v slovenskom vydaní designer Adrián Macho Harry Potter v slovenskom vydaní language slovenský Harry Potter v slovenskom vydaní bookSeries Harry Potter
Id46,politics,,,1,[Daňové identifikačné číslo | numberOfDigits | 10]
Id47,geography,,,2,Pavelková locatedIn Muránska planina. Muránska planina isA geomorfologický podcelok.
Id48,sports,,,1,[Medzinárodný maratón mieru v Košiciach | foundedBy | Vojtech Bukovský]
Id49,geography,,,1,Vihorlatské vrchy originType sopečný
Id50,history,,,3,Academia Istropolitana foundedBy Matej Korvín. Academia Istropolitana location Bratislava. Matej Korvín title kráľ.
Id51,geography,,,2,Trstená hasCentralSquare Námestie Milana Rastislava Štefánika. Námestie Milana Rastislava Štefánika isLocatedIn Trstená.
Id52,geography,,,1,Krahuľský vrch locatedAbove Kremnica
Id53,history,,,2,Nemeckí kolonisti beganSettling Poprad. Nemeckí kolonisti settlingPeriod 13th Century.
Id54,geography,,,2,Ľubochňa isLocatedIn Ružomberok. Ružomberok isTypeOf okres.
Id55,culture,,,3,Dr. Tomáš Stach characterIn Doktori. Doktori isA Slovak TV Series. Alexander Bárta playedRole Dr. Tomáš Stach.
Id56,culture,,,4,Slovenský dokumentárny film | title | Cesta Magdalény Robinsonovej Cesta Magdalény Robinsonovej | releaseYear | 2008 Cesta Magdalény Robinsonovej | depicts | životný príbeh židovskej fotografky životný príbeh židovskej fotografky | timePeriod | obdobie Slovenského štátu
Id57,culture,,,5,Generácia NULA | foundingDate | 2011-01-01 Generácia NULA | type | zoskupenie básnikov Generácia NULA | foundedBy | Peter Papšo Generácia NULA | foundedBy | Marcel Páleš Generácia NULA | location | Banská Bystrica
Id58,history,,,3,Banská Štiavnica je locationOf prvá banská škola v Uhorsko. prvá banská škola v Uhorsko je foundingDate 1735-01-01. prvá banská škola v Uhorsko je country Uhorsko.
Id59,culture,,,6,Slovenská filmová a televízna akadémia | awards | Slnko v sieti Slnko v sieti | awardingStartDate | 2004-01-01 Slnko v sieti | category | filmové ocenenie Slnko v sieti | purpose | najlepšie snímky Slnko v sieti | purpose | umelecké výkony Slnko v sieti | domain | slovenská kinematografia
Id60,culture,,,5,Jana Hubinská je slovenská. Jana Hubinská je herečka. Jana Hubinská je Český lev. Český lev je úloha vo filme Děvčátko. Děvčátko je film.
Id61,history,,,6,Juraj (VII.) Turzo hasResidence Bytča. Juraj (VII.) Turzo knownAs bojovník proti Turkom. Juraj (VII.) Turzo supports Slováci. Juraj (VII.) Turzo supports protestantizmus. Juraj (VII.) Turzo role radca. Juraj (VII.) Turzo advisorOf Rudolf II.
Id62,culture,,,4,Fontána pre Zuzanu je hudobný film. Fontána pre Zuzanu je releaseYear 1986. Fontána pre Zuzanu je basedOn román Eleonóry Gašparovej. Fontána pre Zuzanu je musicComposer Vašo Patejdl.
Id63,culture,,,8,Miroslav Šmajda je geboren in Košice. Miroslav Šmajda je frontman Walda Gang. Miroslav Šmajda je frontman Terrapie. Miroslav Šmajda je v Česko Slovenská SuperStar. Česko Slovenská SuperStar je sezona 1. Česko Slovenská SuperStar je leto 2009. Miroslav Šmajda je placement 2.
Id64,geography,,,7,Dolný Zemplín consistsOf Michalovce Dolný Zemplín consistsOf Sobrance Dolný Zemplín consistsOf Trebišov Michalovce isTypeOf okres Sobrance isTypeOf okres Trebišov isTypeOf okres Dolný Zemplín isTypeOf slovenský región
Id65,other,,,2,Eugen Gressner je profession slovenský lekár. Eugen Gressner je fieldOfExcellence gerontológia.
Id66,geography,,,4,Ostrožnica je location okres Snina. Ostrožnica je type slovenská obec. Ostrožnica je disappearanceDate 1980. Ostrožnica je disappearanceReason výstavba Starinskej priehrady.
Id67,culture,,,4,"Pacho, hybský zbojník | releaseYear | 1975 Melichar | characterType | zbojník Melichar | portrayedBy | Michal Hraška Pacho, hybský zbojník | featuresCharacter | Melichar"
Id68,culture,,,5,"Škvrna Records publishedFor IMT Smile. Škvrna Records publishedFor Bukasový masív. Škvrna Records publishedFor Gladiator. Škvrna Records renamedTo Závodský, s.r.o. Škvrna Records renameDate 1998-01-01."
Id69,culture,,,3,Pavel Paľo Drapák je spevák. Pavel Paľo Drapák je člen Metalinda. Metalinda je slovenská skupina.
Id70,sports,,,2,Michaela Balcová jeA slovenská paralympijská športovkyňa. Michaela Balcová competesIn boccia.
Id71,culture,,,2,Postruheň isA Pečené Jedlo. Postruheň madeFrom Zvyšky Chlebového Cesta.
Id72,politics,,,2,Eduard Heger podmet foundingDate 2023. Eduard Heger podmet foundedPoliticalParty Demokrati.
Id73,history,,,2,Milan Hodža je isFirst slovenský predseda vlády Česko-Slovenska. Česko-Slovensko hasFirstSlovakPrimeMinister Milan Hodža.
Id74,culture,,,2,Metalinda je album od Svetlo na druhom brehu. Svetlo na druhom brehu je album za Metalinda.
Id75,geography,,,2,Jakubov dom locatedIn Bratislava Jakubov dom locatedOn Hlavne namestie
