eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Bratislava is located in Okres Ilava.
Id1,geography,,,1,UFO's completion year is 2024.
Id2,history,,,1,Ladislav Novomeský issued the order for the start of the Slovak National Uprising.
Id3,geography,,,3,"Zvolen has the river Hron, the river Pezinok, and the river Zolná."
Id4,geography,,,2,"The oil refinery is located in Vozovňa Solivar, and Vozovňa Solivar has 1 oil refinery."
Id5,politics,,,2,Robert Mistrík withdrew candidacy in the 2019 presidential elections in favor of Ľubomír Lisý.
Id6,culture,,,1,Juraj Farkaš's original name is Andrej Braxatoris.
Id8,geography,,,3,"Slovenská Ľupča is known for Mining, which is a resource type of Kovy, and the primary example of Kovy is Striebro."
Id9,geography,,,1,Turčianske Teplice is the center of Horný Šariš.
Id10,geography,,,2,Prešov planned cooperation with Maďarsko and has a planned project called Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile originated in Košice.
Id12,geography,,,2,"Michalovce is located in Gbeľany, and Gbeľany is a type of municipality."
Id14,geography,,,3,"Zrúcanina is located in Grand Hotel Slovan, and Zrúcanina is called Hrad Branč, which is a type of Zrúcanina."
Id16,sports,,,1,Matej Tóth competes in snowboarding.
Id18,politics,,,2,Peter Marcin is a member of the political party OĽANO and was elected to parliament.
Id19,history,,,2,The nemeckí vojaci partially burned Vlkolínec.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice is located on Hlavná ulica, which is located in Machnáčov grúň."
Id21,geography,,,1,Fatra II./BU-2 mined hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave has 7 faculties.
Id24,politics,,,2,Jana Hubinská leadsTo Kauza Gorila in the subject of Údajné odpočúvanie.
Id26,politics,,,3,"The political dispute is named pomlčková vojna, its topic is názov Česko-Slovenska, and it started on 2011-01-01."
Id27,history,,,3,"Belo IV was King of Národný park Nízke Tatry, and the first Mongol invasion occurred during the reign of Belo IV, targeting Národný park Nízke Tatry."
Id28,history,,,1,Múzeum obetí komunizmu is located in Slovensko.
