eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Sabina Olšanská composedFor Moravské divadlo Olomouc
Id1,culture,,,3,Alena Králová hasHit největší hit. největší hit originatesFrom Starci na chmelu. Starci na chmelu isType muzikál.
Id2,politics,,,2,Ministryně zahraničí Spojených států | originCountry | Mikulov-Les Ministryně zahraničí Spojených států | name | Madeleine Albrightová
Id3,culture,,,3,svátek svatého Mikuláše | associatedWith | rozdávání dárků dětem svátek svatého Mikuláše | celebrationDate | 28-02-1991 svátek svatého Mikuláše | celebrationTime | večer
Id4,geography,,,1,Březová Zahrada je Teil von Vltavské Kaskády.
Id5,history,,,4,Literatura je publikovano od disidenti. Literatura je u Mlynářov. Literatura je u vremenskom periodu 1950-01-01 2000-12-31. Literatura je nazvana samizdat.
Id6,culture,,,3,Jan Neruda associatedWith Zámostí. Jan Neruda hasWork tvorba. Jan Neruda hasLife život.
Id7,geography,,,1,Žabí údolí locatedIn CHKO Český ráj
Id8,culture,,,5,Karel Gott nationality český. Karel Gott profession zpěvák. Karel Gott award Zlatý slavík. Karel Gott awardCount 08-10-2015. Zlatý slavík awardFrequency nejvíckrát.
Id9,culture,,,2,Filip Marek formsComedyDuoWith Jiří Lábus. Oldřich Kaiser Jiří Lábus areInseparable true.
Id10,geography,,,1,Slníčko nad Rákosím | minedResource | uhlí
Id11,politics,,,1,Ladislav Bureš je Mitglied ODS.
Id12,history,,,1,Barrandovské filmové ateliéry founder Renata Hrdličková
Id13,geography,,,2,Záhořské je partOf Krkonoše. Záhořské je height 1603.
Id15,history,,,2,Údolí Vran reasonForDemolition těžba uhlí těžba uhlí resourceType uhlí
Id17,geography,,,2,Říčanský Dvůr je u dolinu Dřevnice. Dřevnice je řeka.
Id18,geography,,,2,Slanská hora locatedIn Horní Vítkov. Slanská hora name Slanská hora.
Id19,geography,,,1,[těžba uhlí] [causes] [Slníčko nad Rákosím]
Id20,history,,,2,Třístíčko hasReligiousMinority Židovská menšina. Židovská menšina isReligiousMinority true.
Id21,geography,,,2,Císařský ostrov je najveći ostrov od Rybářská Lhota. Císařský ostrov je tip ostrova ostrov.
Id22,sports,,,1,Nová Lhota knownFor hokej
Id23,politics,,,1,Ministerstvo zdravotnictví České republiky hasLocation Křižovatka
Id24,sports,,,2,Filip Zelenka owns Sparta. Sparta isA fotbalový klub.
Id26,culture,,,4,Luboš Rataj authorOf Na samém konci. Na samém konci type báseň. Na samém konci writtenOn fasáda domu. fasáda domu location nizozemské město Leiden.
Id27,culture,,,5,Wilma Havelková authorOf knihy. knihy featuresCharacter Ferda Mravenec. knihy featuresCharacter Brouk Pytlík. Ferda Mravenec inspiredBy hmyz. Brouk Pytlík inspiredBy hmyz.
Id28,culture,,,2,film Štěstí predikat hasMainActor Tatiana Vilhelmová film Štěstí predikat hasMainActor Jakub Bílý
Id29,sports,,,1,Jarmila Vondrová | nickname | Rudý dědek
Id30,history,,,3,Ivan Dvořák je česky. Ivan Dvořák je král. Ivan Dvořák je Hladová zeď zbudil.
Id31,geography,,,2,Sněžka je height 299. Sněžka je heightUnit m n. m.
Id32,culture,,,3,Erik Staněk receivedAward Státní cena za literaturu. Erik Staněk awardReason Citlivý člověk. Citlivý člověk isA román.
Id33,geography,,,2,[Největší povodeň v ČR] | [occurredInYear] | [2002] [Největší povodeň v ČR] | [timeSpan] | [22]
Id34,geography,,,2,Šumavské údolí je isSeatOf organizací. Šumavské údolí je isCenterOf polské národnostní menšiny.
Id35,geography,,,3,Frýdek-Místek formedFrom 5 Frýdek-Místek formedFrom 2 města Frýdek-Místek formedFrom 30
Id36,history,,,3,Pomník dedicatedTo Americkým vojákům Pomník locatedAt Chodské náměstí Chodské náměstí locatedIn Kozlíkov
Id37,culture,,,3,Prašivka je karakter iz Svět Harryho Pottera. Lucie Vondrová transformsInto Prašivka. Prašivka je krysa.
Id38,history,,,2,Jindřich Nový je regionální historik. Jindřich Nový je patriot Uhelná Štola.
Id39,history,,,1,Bitva na Bílé hoře | yearOfEvent | 06-02-2022
Id40,geography,,,2,Škoda Auto je headquarteredIn Rakovnický Les. Škoda Auto je isA automobilka.
Id41,culture,,,2,Noc na Karlštejně | filmingLocation | Petrovka nad Jezerem Noc na Karlštejně | isA | film
Id42,other,,,2,Cesta do hlubin študákovy duše | directedBy | Filip Volejník Filip Volejník | occupation | režisér
Id43,geography,,,2,Trutnov je mitRiver Město Světlo. Město Světlo flowsThrough Trutnov.
