eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Karel Plíhal složil pro Moravské divadlo Olomouc.
Id1,culture,,,3,"Jana Petrů má hit, který pochází ze Starců na chmelu, a Starci na chmelu jsou muzikál."
Id2,politics,,,2,Ministryně zahraničí Spojených států má původ v Česku a jméno je Madeleine Albrightová.
Id3,culture,,,3,"Svaté Mikuláše je spojen s rozdáváním dárků dětem, jeho oslava probíhá 2026-12-05 večer."
Id4,geography,,,1,Vodní nádrž Slapy je součástí Vltavských Kaskád.
Id5,history,,,4,"Literatura byla vydána disidenti, v území Čech, v období 1950-01-01 2000-12-31 a byla nazvána samizdatem."
Id6,culture,,,3,"Jan Neruda je spojen s Malá Strana, má práci tvorba a má život."
Id7,geography,,,1,Prachovské skály se nacházejí v CHKO Český ráj.
Id8,culture,,,5,"Karel Gott je český zpěvák, který získal Zlatý slavík jednou, a Zlatý slavík byl nejvíckrát."
Id9,culture,,,2,Oldřich Kaiser tvoří komediové duo s Jiří Lábus a jsou nespojití.
Id10,geography,,,1,Kladensko má uhlí.
Id11,politics,,,1,Miroslava Němcová je členka ODS.
Id12,history,,,1,Miloš Havel je zakladatelem Barrandovských filmových ateliérů.
Id13,geography,,,2,Nejvyšší bod Krkonoš má výšku 1603 a je součástí Krkonoš.
Id14,history,,,1,Bitva u Slavkova proběhla během Napoleonských válek.
Id15,history,,,2,"Historické město Most bylo zničený kvůli těžbě uhlí, která je typem zdroje uhlí."
Id16,culture,,,6,"Znak města Třebíč se skládá ze štítu, který má tři vodorovná pole, kde horní pole má barvu červená, dolní pole má barvu červená a střední pole má barvu bílá a obsahuje tři černé benediktinské kápě."
Id17,geography,,,2,Zlín je v údolí Dřevnice a Dřevnice je řeka.
Id18,geography,,,2,Slanská hora se nachází v Slaný a její jméno je Slanská hora.
Id19,geography,,,1,Těžba uhlí způsobuje problémy v Karviné.
Id20,history,,,2,"Kolín má židovskou menšinu, a židovská menšina je náboženská menšina."
Id21,geography,,,2,Císařský ostrov je největší ostrov Prahy a je ostrovem.
Id22,sports,,,1,Kladno je známé pro hokej.
Id23,politics,,,1,Ministerstvo zdravotnictví České republiky má lokalitu Palackého náměstí.
Id24,sports,,,2,"Petr Mach vlastní Sparta, a Sparta je fotbalový klub."
