eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Lukáš Bauer composed for Moravské divadlo Olomouc.
Id1,culture,,,3,"Oldřich Kaiser Jiří Lábus has hit největší hit, which originates from Starci na chmelu, and Starci na chmelu is a muzikál."
Id2,politics,,,2,"The Ministry of State Department of the United States originated from Horoušany, and its name is Madeleine Albrightová."
Id3,culture,,,3,"The feast day of Saint Nicholas is associated with giving gifts to children, and its celebration date is 2006-01-01 in the evening."
Id4,geography,,,1,Lužná u Rakovníka is part of Vltavské Kaskády.
Id5,history,,,4,Literatura was published by disidenti in Brněnský kraj during the time period 1950-01-01 to 2000-12-31 and was named as samizdat.
Id6,culture,,,3,"Marie Čermínová is associated with Malá Strana, has the work tvorba, and has the life život."
Id7,geography,,,1,Prachovské skály are located in the historical core of the city of Prostějov.
Id8,culture,,,5,"Martin Kavka is of Czech nationality, is a singer, and has the Zlatý slavík award, with an award count of 1, and the Zlatý slavík award has the frequency of most often."
Id9,culture,,,2,"Oldřich Kaiser forms a comedy duo with Jiří Lábus, and Radek Pilař are inseparable."
Id10,geography,,,1,Československo has minedResource uhlí.
Id11,politics,,,1,Jan Nepomucký is a member of ODS.
Id12,history,,,1,Gustáv Husák founded Barrandovské filmové ateliéry.
Id13,geography,,,2,Kladníky has a height of 1603 and is part of Krkonoše.
Id15,history,,,2,"Rabí's reason for demolition was coal mining, and coal mining is a type of coal."
Id17,geography,,,2,"Česká republika is in the Dřevnice valley, and Dřevnice is a river."
Id18,geography,,,2,Dejvice is located in Slaný.
Id19,geography,,,1,těžba uhlí causes Brno.
Id20,history,,,2,"The Židovská menšina has the religious minority, and the Židovská menšina is a religious minority."
Id21,geography,,,2,"Císařský ostrov is the largest island of Československo, and it is an island type."
Id22,sports,,,1,Ohře is known for hokej.
Id23,politics,,,1,The Ministerstvo zdravotnictví České republiky has location Červený hrádek.
Id24,sports,,,2,"Božena Němcová owns Sparta, and Sparta is a football club."
Id26,culture,,,4,"J. H. Krchovský is the author of Na samém konci, which is a type of poem written on the facade of the house in Praha."
Id27,culture,,,5,"Tomáš Baťa authored books that feature the characters Ferda Mravenec and Brouk Pytlík, who were both inspired by hmyz."
Id28,culture,,,2,The film Štěstí has main actors Tatiana Vilhelmová and Gustáv Husák.
Id29,sports,,,1,Jáchym Topol's nickname is Rudý dědek.
Id30,history,,,3,"Samková is of Czech nationality, is the king, and built Hladová zeď."
Id31,geography,,,2,Sněžka has a height of 12 m n. m.
Id32,culture,,,3,"Jiří Strach received the Státní cena za literaturu because he is a Citlivý člověk, and a Citlivý člověk is a román."
Id33,geography,,,2,The biggest flood in the Czech Republic occurred in the year 2002 and lasted for 5.
Id34,geography,,,2,The Vltava is the seat of the organization and the center of the Polish national minority.
Id35,geography,,,3,Frýdek-Místek was formed from 5 and 2 města.
Id36,history,,,3,"The Pomník is dedicated to American soldiers and is located in Česko, which is located in Plzeň."
Id37,culture,,,3,"Prašivka is a character from the Harry Potter world, and Popelka transforms into Prašivka, which is a type of mouse."
Id38,history,,,2,Jindřich Nový is a regional historian and is a patriot of U Prdlavky.
Id39,history,,,1,The Battle of Bílá Hora occurred in 2013-12-31.
Id40,geography,,,2,Škoda Auto is an automobilka headquartered in Československo.
Id41,culture,,,2,Noc na Karlštejně is a film filmed in Malše.
Id42,other,,,2,"Cesta do hlubin študákovy duše is directed by Franz Kafka, who is a director."
