eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Sabina Olšanská skladala hudbu pre Moravské divadlo Olomouc.
Id1,culture,,,3,"Alena Králová má hit největší hit, ktorý pochádza z muzikálu Starci na chmelu."
Id2,politics,,,2,Ministerka zahraničia Spojených štátov pôvodne pochádza z Mikulova-Les a volá sa Madeleine Albrightová.
Id3,culture,,,3,Svátek svatého Mikuláše je spojený s rozdávaním dárků dětem. Tento sviatok sa koná dňa 28. februára 1991 večer.
Id4,geography,,,1,Březová Zahrada je súčasťou Vltavských Kaskád.
Id5,history,,,4,"Literatúra bola vydaná disidentmi, v Mlynářovom, a bola nazvaná samizdat. Literatúra bola vytvorená v časovom období od 1. januára 1950 do 31. decembra 2000."
Id6,culture,,,3,Jan Neruda bol spojený so Zámostí. Bol tiež autorom diel tvorba a prežil život.
Id7,geography,,,1,Žabí údolí sa nachádza v CHKO Český ráj.
Id8,culture,,,5,"Karel Gott je český zpěvák, ktorý získal ocenenie Zlatý slavík najviac krát, naposledy 8. októbra 2015."
Id9,culture,,,2,Filip Marek tvorí komediálny duet s Jiříom Lábusom. Oldřich Kaiser a Jiří Lábus sú nerozluční.
Id10,geography,,,1,V Slníčkom nad Rákosím sa ťaží uhlí.
Id11,politics,,,1,Ladislav Bureš je členom ODS.
Id12,history,,,1,Barrandovské filmové ateliéry založila Renata Hrdličková.
Id13,geography,,,2,Záhořské sú súčasťou pohoria Krkonoše a majú výšku 1603.
Id15,history,,,2,Údolí Vran bolo zničené kvôli ťažbe uhlí. Ťažba uhlí je zdroj uhlí.
Id17,geography,,,2,Říčanský Dvůr sa nachádza v údolí Dřevnice. Dřevnice je rieka.
Id18,geography,,,2,Slanská hora sa nachádza v Hornom Vítkove a jej názov je Slanská hora.
Id19,geography,,,1,Těžba uhlí spôsobuje Slníčko nad Rákosím.
Id20,history,,,2,Třístíčko má židovskú menšinu. Židovská menšina je skutočne náboženskou menšinou.
Id21,geography,,,2,Císařský ostrov je ostrov a je najväčším ostrovom Rybářskej Lhoty.
Id22,sports,,,1,Nová Lhota je známa vďaka hokeju.
Id23,politics,,,1,Ministerstvo zdravotnictví České republiky sa nachádza na Křižovatke.
Id24,sports,,,2,"Filip Zelenka vlastní Sparta, čo je futbalový klub."
Id26,culture,,,4,"Luboš Rataj je autorom básne Na samém konci, ktorá bola napísaná na fasáde domu v nizozemskom meste Leiden."
Id27,culture,,,5,"Wilma Havelková je autorkou knihy, ktorá obsahuje postavy Ferda Mravenec a Brouk Pytlík. Obe tieto postavy sú inšpirované hmyzom."
Id28,culture,,,2,Film Štěstí má ako hlavných hercov Tatianu Vilhelmovú a Jakuba Bílého.
Id29,sports,,,1,Jarmila Vondrová má prezývku Rudý dědek.
Id30,history,,,3,"Ivan Dvořák, český kráľ, postavil Hladovú zeď."
Id31,geography,,,2,Sněžka má výšku 299 m n. m.
Id32,culture,,,3,Erik Staněk dostal Štátnu cenu za literatúru za román Citlivý človek.
Id33,geography,,,2,Největší povodeň v ČR sa stala v roku 2002 a trvala 22 dní.
Id34,geography,,,2,Šumavské údolí je sídlom organizácií a je centrom poľskej národnostnej menšiny.
Id35,geography,,,3,"Frýdek-Místek vznikol z 5, 2 miest a 30."
Id36,history,,,3,"Pomník je venovaný Americkým vojákům a nachádza sa na Chodskom námestí, ktoré sa nachádza v Kozlíkove."
Id37,culture,,,3,"Lucie Vondrová sa mení na Prašivku, ktorá je charakterom zo sveta Harryho Pottera a je typom krysy."
Id38,history,,,2,Jindřich Nový je regionální historik a je vlastencom Uhelná Štola.
Id39,history,,,1,Bitva na Bílé hoře sa uskutočnila dňa 06-02-2022.
Id40,geography,,,2,Škoda Auto je automobilka so sídlom v Rakovnickom Lese.
Id41,culture,,,2,"Noc na Karlštejně je film, ktorý bol natočený v Petrovke nad Jezerem."
Id42,other,,,2,"Film ""Cesta do hlubin študákovy duše"" režíroval Filip Volejník, ktorý je režisérom."
Id43,geography,,,2,Město Světlo tečie cez Trutnov a Trutnov má rieku Město Světlo.
Id46,geography,,,2,Podhůří obsahuje Železniční muzeum. Železniční muzeum sa nachádza v Podhůří.
Id48,culture,,,2,"Filip Marek je autor knihy Honzíkova cesta, ktorá je detskou knihou."
Id49,other,,,1,Wilhelm Lüders hrá na akordeóne.
Id50,culture,,,2,"Patrik Jirásek moderuje Osobnost Plus, čo je program v rozhlase."
Id52,sports,,,2,Písková Bílá je centrom paraglidingu a športového lietania.
Id54,history,,,4,"Vykopávky v Přerově sa nachádzajú v Bílý Potok. Kosti, ktorých bolo značné množství, boli nájdené pri týchto vykopávkach a patria mamutom."
Id55,geography,,,1,Dřevíkov sa nachádza v Národnom parku Šumava.
Id56,geography,,,2,"Anděl Páně 2 bol natočený vo Vesnici u Králu, ktorá sa nachádza v Ledči nad Sázavou."
Id57,culture,,,1,Eliška Přibylová popularizuje slam poetry.
Id58,geography,,,1,Údolí Kamenic má symbol ľalie.
Id59,culture,,,1,Mesto Světlo je spojené s textilným priemyslom.
Id60,geography,,,2,Žatec má rieku Lípa nad Vltavou. Lípa nad Vltavou preteká cez Žatec.
Id61,geography,,,1,Stéblo u Vlčích hor sa nachádza na Česko-slovensko-poľské trojmezí.
Id62,sports,,,4,"Jaromír Vytopil je knihkupec z Modrej Lhoty, je najstarší a bol najdlhšie aktívny."
Id63,geography,,,2,"Břehovice sú pri rieke Jizera, ktorá cez ne tečie."
Id64,sports,,,2,Od sezóny 2025 začne 1. česká hokejová liga pod novým názvom Maxa liga. Sezóna začne 1. januára 2025.
Id65,culture,,,3,"Hadí Pole je spojené s Hliníkom, ktorý je postavou z filmu Marečku podejte mi pero."
Id66,geography,,,3,"Rybník Bezdrev je rybník, ktorý sa nachádza v Českej republike a veľkostným poradím je na 12. mieste."
Id67,culture,,,1,Večerníček má autora Ivana Dvořáka.
Id68,geography,,,2,Rozhľadňa nad Ústím nad Orlicí sa nachádza v Červenom Sklepe a jej názov je Stříbrná krasavice.
Id69,culture,,,5,"Jana Sklenářová je autorkou balád a požiadala o zhudebnenie, ktoré má byť určené pre širokú verejnosť."
Id70,geography,,,2,Střeliska sa nachádzajú na Praha Děčín. Praha Děčín je hlavná trať.
Id71,culture,,,1,Žítkovské bohyně sú dielom Daniela Šťastného.
Id72,geography,,,2,Svítnice obsahujú Bečovskú botanickú záhradu. Bečovská botanická záhrada sa nachádza v Svítnici.
