eid,category,shape,shape_type,size,sentence,sentence_1,sentence_2,sentence_3,sentence_4,sentence_5,raw_response,raw_response_1,raw_response_2,raw_response_3,raw_response_4,raw_response_5
Id0,geography,,,1,FI,FI,FA,FA,CFA,FI,,,,,,
Id1,geography,,,1,FI,FI,FI,FI,FI,FI,,,,,,
Id2,history,,,1,FI,FI,FI,FI,FI,CFA,,,,,,
Id3,geography,,,3,FI,FI,FA,FI,FI,FA,,,,,,
Id4,geography,,,2,FI,FI,FI,FI,FI,FI,,,,,,
Id5,politics,,,2,FI,FI,FI,FI,CFA,FI,,,,,,
Id6,culture,,,1,FI,FI,FI,FI,FI,FI,,,,,,
Id8,geography,,,3,FI,FI,CFA,FI,CFA,FI,,,,,,"FI Reasoning: The triples describe fictional or non-existent minable resources such as *Slovenská Ľupča* linked to *Kovy*, which""는 tilfældně aka fictional term for mineable materials. These labels don't align with real-world factual knowledge (FA) or counterfactual scenarios (CFA). They also don't involve distinguishing fictional entities (FI). The set contains a fictional mineral type (`Kovy`), and the application of `knownFor/Mining` labels these abstract resources as fictional processes. Hence, the overall classification is **FI**."
Id9,geography,,,1,FI,FI,FA,CFA,FI,FI,,,,,,
Id10,geography,,,2,FI,FI,FI,FI,FI,FI,,,,,,
Id11,culture,,,1,FI,FI,FI,FI,FI,FI,,,,,,
Id12,geography,,,2,FA,FA,FI,FI,FI,FI,,,,,,"FI Reasoning: The triples describe real locations and entities, but ""sourceLocation"" is a role in RDF, which typically documents abstraced relationships rather than specific real-world truth values. Asserting that ""sourceLocation"" refers to a real entity directly could be considered counterfactual unless the exact address or name is verified. The triples are firmly rooted in known real-world geography, indicating they likely reference a real place, not a fictional or non-existent one. Therefore, ""FI"" (fictional) is appropriate for this context."
Id14,geography,,,3,CFA,CFA,FA,FI,FI,FI,,,"FA Reasoning: All triples provide factual, coherent information about locations and relationships (e.g., a hotel at a historical castle) that align with real-world knowledge. No elements suggest fictionality or altered facts.",,,
Id16,sports,,,1,FI,FI,FA,FI,FI,FI,,,,,,
