eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce sa nachádzajú v Okrese Ilava.
Id1,geography,,,1,UFO most bol dokončený v roku 1972.
Id2,history,,,1,Ján Golian vydal rozkaz na začiatok Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen má rieky Hron, Slatina a Zolná."
Id4,geography,,,2,"Slovensko má 1 ropnú rafinériu, ktorá sa nachádza v Slovensku."
Id5,politics,,,2,Robert Mistrík stiahol svoju kandidáturu v prezidentských voľbách 2019 v prospech Zuzany Čaputovej.
Id6,culture,,,1,Andrej Sládkovič má pôvodné meno Andrej Braxatoris.
Id7,culture,,,1,Združenie pesničkárov Slnovrat je v žanri folk.
Id8,geography,,,3,"Banská Štiavnica je známa bánictvom, ktorým je typom zdroja kovy, pričom primárnym príkladom kovov je striebro."
Id9,geography,,,1,Bardejov je centrom Horný Šariš.
Id10,geography,,,2,Slovensko plánuje spoluprácu s Maďarskom a plánovaný projekt Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile pochádza z mesta Prešov.
Id12,geography,,,2,"Gbeliansky potok má svoj prameň v Gbeľanoch, ktoré sú obec."
Id13,culture,,,1,Kláštor a kostol kamaldulov na Zobore má barokový architektonický štýl.
Id14,geography,,,3,"Zrúcanina, ktorá sa nazýva Hrad Branč, sa nachádza v Obci Podbranč a je typom zrúcaniny."
Id15,culture,,,1,Slovenský Strom roka rozhoduje o víťazovi prostredníctvom verejného hlasovania.
Id16,sports,,,1,Klaudia Medlová súťaží v snowboardinge.
Id17,culture,,,2,Mladé letá je vydavateľstvo s pôvodným názvom Slovenské nakladateľstvo detskej knihy.
Id18,politics,,,2,Andrej Stančík je členom politickej strany OĽANO a bol zvolený do parlamentu.
Id19,history,,,2,Nemeckí vojaci čiastočne zapálili obec Liptovská Teplička.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice sa nachádza na Hlavnej ulici, ktorá sa nachádza v meste Košice."
Id21,geography,,,1,V Handlovej saťaťa hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave má 3 fakulty.
Id23,sports,,,1,Tipos Extraliga je športového typu ľadový hokej.
Id24,politics,,,2,Údajné odpočúvanie má za subjekt Jaroslava Haščáka a vedie k Kauze Gorila.
Id25,other,,,2,"Tempo Supermarket patrí do COOP Jednota, ktorá je slovenský predajca."
Id26,politics,,,3,Politický spor s názvom pomlčková vojna sa týka názvu Česko-Slovenska a začal 1990-01-01.
Id27,history,,,3,"Belo IV bol kráľom Uhorska, počas jeho panovania nastal prvý mongolský vpád, ktorý mal za cieľ Uhorsko."
Id28,history,,,1,Múzeum obetí komunizmu sa nachádza v Košice.
Id29,history,,,3,"Piešťanský Grand Hotel Royal sa počas socializmu v období 1948-1989 nazýval Grand Hotel Slovan, ktorý neskôr dostal názov Slovan."
Id30,culture,,,1,Slovenská kapela Fragile nepoužíva žiadne hudobné nástroje.
Id31,politics,,,2,"Vladimír Mečiar mal štýl vládnutia mečiarizmus, ktorý trval v období od 1992-01-01 do 1998-12-31."
Id32,geography,,,2,Okres Čadca hraničí s Českom a Poľskom.
Id33,culture,,,1,Hlavnou postavou filmu Iná láska je Peter Hradil.
Id34,culture,,,3,"Film Dračie srdce sa natáčal v Strečne, čo je hrad."
Id35,culture,,,3,"Profesijným zameraním Mariána Čunderlíka je maľba, ilustrácia a grafika."
Id36,politics,,,1,Strana demokratickej ľavice pochádza z Komunistickej strany Slovenska.
Id37,culture,,,1,Peter Nagy skomponoval Aj tak sme frajeri.
Id38,geography,,,1,Sídlo Národného ústavu reumatických chorôb sa nachádza v Piešťany.
Id39,geography,,,2,"Najväčšou osadou Liptovský Mikuláš je Podbreziny, ktoré sú najväčšou osadou Liptovský Mikuláš."
Id40,geography,,,1,Stráže nad Myjavou sa zlili so Šaštínom.
Id41,culture,,,2,Slovenská televízia a rozhlas nahradila organizáciu Rozhlas a televízia Slovenska v roku 2024.
Id42,other,,,1,Milan Lapin sa zameriava na klimatológiu.
Id43,politics,,,3,"Andrej Kiska bol prezidentom Slovenska a založil Za ľudí, čo je politická strana."
Id44,other,,,2,"Pa a Pi je seriál, ktorých hlavnými postavami sú mačky."
Id45,culture,,,3,"Obálky kníh Harry Potter v slovenskom vydaní navrhol Adrián Macho, ich jazykom je slovenský a patria k knižnej sérii Harry Potter."
Id46,politics,,,1,Daňové identifikačné číslo (DIČ) má 10 číslic.
Id47,geography,,,2,"Pavelková sa nachádza v Muránskej planine, ktorá je geomorfologický podcelok."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach založil Vojtech Bukovský.
Id49,geography,,,1,Vihorlatské vrchy majú sopečný pôvod.
Id50,history,,,3,Academia Istropolitana bola založená kráľom Matejom Korvínom a nachádza sa v Bratislave.
Id51,geography,,,2,"Trstená má hlavné námestie Námestie Milana Rastislava Štefánika, ktoré sa nachádza v Trstená."
Id52,geography,,,1,Krahuľský vrch sa nachádza nad Kremnicou.
Id53,history,,,2,Nemeckí kolonisti začali osídľovať Poprad v 13. storočí.
Id54,geography,,,2,"Ľubochňa sa nachádza v Ružomberku, ktorý je typom okres."
Id55,culture,,,3,Alexander Bárta hral postavu Dr. Tomáš Stach v slovenskom televiznom seriáli Doktori.
Id56,culture,,,4,Slovenský dokumentárny film s názvom Cesta Magdalény Robinsonovej z roku 2008 znázorňuje životný príbeh židovskej fotografky z obdobia Slovenského štátu.
Id57,culture,,,5,"Generácia NULA je zoskupenie básnikov v Banskej Bystrici, ktoré 2011-01-01 založili Peter Papšo a Marcel Páleš."
Id58,history,,,3,"V Banskej Štiavnici sa nachádza prvá banská škola v Uhorsku, ktorá bola založená 1735-01-01 v Uhorsku."
Id59,culture,,,6,"Slovenská filmová a televízna akadémia oceňuje Slnko v sieti, čo je filmové ocenenie v domene slovenskej kinematografie s dátumom začiatku udeľovania 2004-01-01, ktorým sa premiujú najlepšie snímky a umelecké výkony."
Id60,culture,,,5,"Jana Hubinská je slovenská herečka, ktorá získala ocenenie Český lev za úlohu vo filme Děvčátko."
