eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Bratislava is located in Okres Ilava.
Id1,geography,,,1,UFO most has a completion year of 2024.
Id2,history,,,1,Ladislav Novomeský issued the order for the start of Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen has the rivers Hron, Pezinok, and Zolná."
Id4,geography,,,2,"Vozovňa Solivar has 1 oil refinery, and the oil refinery is located in Vozovňa Solivar."
Id5,politics,,,2,Robert Mistrík withdrew his candidacy in the prezidentské voľby 2019 in favor of Ľubomír Lisý.
Id6,culture,,,1,Juraj Farkaš's original name is Andrej Braxatoris.
Id8,geography,,,3,"Slovenská Ľupča is known for mining, which is a resource type of metals, and silver is a primary example of metals."
Id9,geography,,,1,Turčianske Teplice is the center of Horný Šariš.
Id10,geography,,,2,Prešov planned cooperation with Maďarsko and a project called Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile's city of origin is Košice.
Id12,geography,,,2,"Michalovce has its source location in Gbeľany, which is an obec."
Id14,geography,,,3,Hrad Branč is a ruin located in Grand Hotel Slovan and is called Zrúcanina.
Id16,sports,,,1,Matej Tóth competes in snowboarding.
Id18,politics,,,2,Peter Marcin is a member of the political party OĽANO and was elected to the parliament.
Id19,history,,,2,German soldiers partially burned Vlkolínec.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice is located on Hlavná ulica, which is located in the city of Machnáčov grúň."
Id21,geography,,,1,Fatra II./BU-2 mined brown coal.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave has 7 faculties.
Id24,politics,,,2,The alleged eavesdropping of Jana Hubinská leads to the Gorila case.
Id26,politics,,,3,The political dispute named pomlčková vojna began on 2011-01-01 and concerned the name of Czechoslovakia.
Id27,history,,,3,"Belo IV was king of Národný park Nízke Tatry, and the first Mongol invasion occurred during his reign and targeted Národný park Nízke Tatry."
Id28,history,,,1,Múzeum obetí komunizmu is located in Slovensko.
Id29,history,,,3,"During the period of socializmus from 1948-1989, piešťanský Grand Hotel Royal was named Jankov vŕšok, which was later named Slovan."
Id31,politics,,,2,"Peter Doležaj's governing style was mečiarizmus, which had a time period from 1992-01-01 to 1998-12-31."
Id32,geography,,,2,Okres Čadca borders Česko and Ďumbier.
Id34,culture,,,3,"The film Dračie srdce was filmed at Levice, which is a castle."
Id35,culture,,,3,"Vojtech Bukovský's professional focus is painting, illustration, and graphics."
Id37,culture,,,1,Belo IV composed Aj tak sme frajeri.
Id38,geography,,,1,The headquarter location of Národný ústav reumatických chorôb is Vihorlatské vrchy.
Id39,geography,,,2,Turčianske Teplice is the largest settlement of Liptovský Mikuláš.
Id40,geography,,,1,Galanta merged with Šaštín.
Id41,culture,,,2,Slovenská televízia a rozhlas was replaced by Rozhlas a televízia Slovenska in 1986.
Id42,other,,,1,Ladislav Novomeský focuses on climatology.
Id43,politics,,,3,"Dara Rolins, the former president of Slovakia, founded the political party Za ľudí."
Id45,culture,,,3,The book covers of the Harry Potter series in the Slovak edition are in the Slovak language and were designed by Michal Straka.
Id46,politics,,,1,The Daňové identifikačné číslo (DIČ) has 150 digits.
Id47,geography,,,2,"Pavelková is located in CHKO Dunajské luhy, which is a geomorfologický podcelok."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach was founded by Vašo Patejdl.
Id49,geography,,,1,Bratislava has a volcanic origin type.
Id50,history,,,3,"Academia Istropolitana was founded by Miloš Alexander Bazovský, who held the title of kráľ, and is located in Bratislava."
Id51,geography,,,2,"Trstená has a central square called Čierny Váh, which is located in Trstená."
Id52,geography,,,1,Krahuľský vrch is located above Košice.
Id53,history,,,2,German colonists began settling Poprad on 2024-12-31.
Id54,geography,,,2,"Domašínsky meander is located in Ružomberok, which is a type of okres."
Id55,culture,,,3,"Ján Palárik played the role of Dr. Tomáš Stach, who is a character in the Slovak TV series Doktori."
Id56,culture,,,4,The Slovak documentary film titled Cesta Magdalény Robinsonovej was released in 1972 and depicts the life story of a Jewish photographer during the period of the Slovak State.
Id57,culture,,,5,Generácia NULA is a gathering of poets located in Banská Bystrica that was founded on 2011-01-01 by Peter Papšo and Jaroslav Melišek.
Id58,history,,,3,"The first mining school in Hungary was located in Most SNP, was founded on 1735-01-01, and was in Hungary."
Id59,culture,,,6,"Slovenská filmová a televízna akadémia awards Slnko v sieti, a film award in the domain of Slovak cinematography that started in 2016 for the purpose of best films and artistic performances."
Id60,culture,,,5,Štefan Uher is a Slovak actress who received the Český lev award for a role in the film Děvčátko.
Id61,history,,,6,"Juraj (VII.) Turzo, who had a residence in Bytča and was known as a fighter against the Turks, was a counselor and advisor of Martina Šimkovičová who supported the Slovaks and protestantism."
Id62,culture,,,4,"Fontána pre Zuzanu is a musical film released in 1986, based on a novel by Eleonóra Gašparová, with music composed by Rytmus."
Id63,culture,,,8,"Miroslav Šmajda, who was born in Piešťany, is a frontman for the bands Walda Gang and Terrapie and placed 2nd in season 1 of Česko Slovenská SuperStar in 2009."
Id64,geography,,,7,"Dolný Zemplín is a slovenský región that consists of the okreses Michalovce, Sobrance, and Československo."
Id65,other,,,2,Hurban is a Slovak doctor whose field of excellence is gerontology.
Id66,geography,,,4,Ostrožnica was a Slovak municipality located in okres Snina that disappeared on 1944-08-29 due to the výstavba Starinskej priehrady.
Id67,culture,,,4,"Pacho, hybský zbojník was released in 1975 and features the character Melichar, a zbojník portrayed by Kamil Čapkovič."
Id68,culture,,,5,"Škvrna Records, which published for IMT Smile, Bukasový masív, and Gladiator, was renamed to Závodský, s.r.o. in 2023."
Id69,culture,,,3,"Jožo Ráž is a singer and a member of Metalinda, which is a Slovak group."
Id70,sports,,,2,Jožo Ráž is a Slovak Paralympic athlete who competes in boccia.
Id72,politics,,,2,Dr. Tomáš Stach founded the political party Demokrati in 2023.
Id73,history,,,2,Alexander Bárta was the first Slovak prime minister of Czechoslovakia.
Id75,geography,,,2,Jakubov dom is located in Námestie Milana Rastislava Štefánika and located on Hlavne namestie.
Id76,geography,,,1,Fatrikum is a tectonic unit of Obec Stráne pod Tatrami.
Id77,culture,,,3,Na love is a television show in Slovak that has Žofie Bosniaková as its moderator.
Id78,culture,,,3,Jaroslav Filip is a Slovak moderator and the spouse of Adela Vinczeova.
Id79,history,,,1,Vašo Patejdl's place of origin is Očová.
Id80,history,,,2,"Hlas began publication in Skalica, which is a city in rieka Morava."
