eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Bratislava je v okrese Ilava.
Id1,geography,,,1,UFO most bol dokončený v roku 2024.
Id2,history,,,1,Ladislav Novomeský vyšiel pôvodnú slovenskú národnú povstanie.
Id3,geography,,,3,Zvolen má Hron a Pezinok a Zolná.
Id4,geography,,,2,Vozovňa Solivar má jednu ropnú rafinériu.
Id5,politics,,,2,Robert Mistrík odstúpil od kandidatury v prezidentských voľbách 2019.
Id6,culture,,,1,Juraj Farkaš má vlastné meno Andrej Braxatoris.
Id8,geography,,,3,Slovenská Ľupča je známa za mince.
Id9,geography,,,1,Turčianske Teplice je stredom Horného Šariša.
Id10,geography,,,2,Prešov sa spolupracuje s Maďarskom na projekt Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile sa narodil v Košiciach.
Id12,geography,,,2,Michalovce sú zdrojovým miestom Gbeľanov.
Id14,geography,,,3,"Zrúcanina je hrad, ktorý sa nachádza v Grand Hotel Slovan."
Id16,sports,,,1,Matej Tóth sa vyžiadaný prehliada v športových závodoch.
Id18,politics,,,2,Peter Marcin je zastupníkom OĽANO.
Id19,history,,,2,"Nemeckí vojaci zahynuli v prípade, že sú častou časťou závratu, ktorým sa zahrial Vlkolínec."
Id20,geography,,,2,"Kostol Najsvätejšej Trojice je na Hlavná ulica, ktorá je v Machnáčov grúň."
Id21,geography,,,1,Fatra II. je hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave má 7 fakult.
Id24,politics,,,2,"Jana Hubinská odpočúva, kauza Gorila sa zúčastňuje."
Id26,politics,,,3,Pomlčková vojna bola politický spor o názov Česko-Slovenska.
Id27,history,,,3,"Belo IV bol viedol prvý mongolský vpád, ktorý sa zaoberal Národným parkom Nízke Tatry."
Id28,history,,,1,Múzeum obetí komunizmu je v Slovensku.
Id29,history,,,3,Piešťanský Grand Hotel Royal bol v čase Jankov vŕšok.
Id31,politics,,,2,"Peter Doležaj má mečiarizmus, ktorý sa vyskytne v období 1992-01-01 do 1998-12-31."
Id32,geography,,,2,Okres Čadca má obmedzenú hranu s Českom a Ďumbierom.
Id34,culture,,,3,Dračie srdce sa filmozuje v Levice.
Id35,culture,,,3,"Vojtech Bukovský má záujem na maľbe, ilustráciách a grafike."
Id37,culture,,,1,Belo IV píše Aj tak sme frajeri.
Id38,geography,,,1,Národný ústav reumatických chorôb má svoj hlavný štúdium v Vihorlatských vrchoch.
Id39,geography,,,2,Liptovský Mikuláš má Turčianske Teplice ako svoj najväčší obce.
Id40,geography,,,1,Galanta sa zúčastnila výmeny s Šaštín.
Id41,culture,,,2,Slovenská televízia a rozhlas zastavil v roku 1986.
Id42,other,,,1,Ladislav Novomeský sa zaobera klimatológia.
Id43,politics,,,3,Dara Rolins bola predstaviteľom Za ľudí.
Id45,culture,,,3,Obálky kníh Harry Potter v slovenskom vydaní sú vytvorené výrobcou Michalom Strakom a majú slovenský jazyk.
Id46,politics,,,1,Daňové identifikačné číslo má 150 číslic.
Id47,geography,,,2,Pavelková je geomorfologický podcelok CHKO Dunajské luhy.
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach bol založený Vašo Patejdl.
Id49,geography,,,1,Bratislava je sopečný mesto.
Id50,history,,,3,"Akadémia Istropolitana bola založená Milošom Alexanderom Bazovským, ktorý má titul kráľ."
Id51,geography,,,2,Čierny Váh je centrálnym štvorcem Trstená.
Id52,geography,,,1,Krahuľský vrch je vyššie ako Košice.
Id53,history,,,2,Nemeckí kolonisti začali obyvateľstvo v Poprad.
Id54,geography,,,2,Domašínsky meander je umiestnený v Ružomberoku.
Id55,culture,,,3,"Doktori je všeobecné podstatné meno, ktoré sa vyskytuje v texte. Ján Palárik prehliadne všeobecné podstatné meno Doktori."
Id56,culture,,,4,"Cesta Magdalény Robinsonovej prezentuje životný príbeh židovskej fotografky, ktorý sa v období Slovenského štátu odohral."
Id57,culture,,,5,"Generácia NULA je zoskupenie básnikov, ktoré sa založilo v Banské Bystrice v roku 2011."
Id58,history,,,3,Prvá banská škola v Uhorsku bola založená v roku 1735.
Id59,culture,,,6,Slnko v sieti získalo najlepšie snímky a umelecké výkony v slovenskej kinematografii.
Id60,culture,,,5,Štefan Uher je herečkou a získal Český lev za úlohu vo filme Děvčátko.
Id61,history,,,6,"Juraj (VII.) Turzo má byt v Bytča, podporuje Slováce a protestantizmus, je radcom a podporuje Martinu Šimkovičovú."
Id62,culture,,,4,"Fontána pre Zuzanu je hudobný film z roku 1986, ktorý sa založil na románe Eleonóry Gašparovej a má hrať na hlas Rytmus."
Id63,culture,,,8,"Miroslav Šmajda je z Piešťanov, je frontmanom Walda Gangu a Terrapie, prehral Česko Slovenskú SuperStar v sezónu 1 roku 2009."
Id64,geography,,,7,"Dolný Zemplín je slovenský región, ktorý obsahuje Michalovce a Sobrance, ktoré sú aj častou časťou Československa."
Id65,other,,,2,Hurban je slovenský lekár a gerontológ.
Id66,geography,,,4,Ostrožnica je slovenská obec v okrese Snina a vystavila sa v roku 1944-08-29 prečom sa výstavba Starinskej priehrady vyskytla.
Id67,culture,,,4,"Pacho, hybský zbojník má výskyt v filmoch, ktorého výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výskyt výsk"
Id68,culture,,,5,"Škvrna Records publikuje IMT Smile a Bukasový masív a Gladiator. Škvrna Records sa mení na Závodský, s.r.o. a sa mení dňa 2023."
Id69,culture,,,3,Jožo Ráž je spevák a člen Metaliny.
Id70,sports,,,2,Jožo Ráž je slovenská paralympijská športovkyňa a vyhral boccia.
Id72,politics,,,2,Dr. Tomáš Stach založil politickú stranu Demokrati.
Id73,history,,,2,Alexander Bárta bol prvý slovenský predseda vlády Česko-Slovenska.
Id75,geography,,,2,Jakubov dom je umiestnený na Námestie Milana Rastislava Štefánika a na Hlavne namestie.
Id76,geography,,,1,Fatrikum je tectonický jednotka Obce Stráne pod Tatrami.
Id77,culture,,,3,"Žofie Bosniaková je moderátorom na love, ktorý je televízna relácia a má slovenskú jazyk."
Id78,culture,,,3,Jaroslav Filip je moderátor a slovenský. Adela Vinczeova je manželkou Jaroslav Filipa.
Id79,history,,,1,"Vašo Patejdl je mesto, kde sa narodil Očová."
Id80,history,,,2,Hlas publikoval v Skalici. Skalica je rieka Morava.
Id81,geography,,,1,Lysá je umiestnená v Šaštín-Stráži.
Id84,culture,,,1,Zbierka básni Nedeľa má autor Ján Pavol II.
Id85,culture,,,3,"Kamil Čapkovič sa výkona Jánošík, ktorý je divadelná hra."
Id86,culture,,,2,Petr Cmorik písal Najväčšie želanie a Hľadať a nájsť.
Id87,geography,,,2,Odeská ulica je v Bratislave.
Id88,history,,,2,Bratislavský kraj je umiestnený v Bratislave a je názvom Miloša Alexandera Bazovského.
Id89,geography,,,1,Bytča je najvyšší vrchol Fabovho hola.
Id90,history,,,1,Bratislava je stredným mestom v 13. storočí.
Id91,politics,,,2,Ministerstvo financií Slovenskej republiky bločkujú výhody národnej lotérie.
Id92,other,,,1,Vojtech Bukovský prenalézoval fyziku.
Id93,geography,,,2,Tiesňava Kyseľ sa nachádza v Bratislave.
Id94,geography,,,2,Podunajské Biskupice je mestská časť Banského Štiavnice.
Id95,geography,,,1,Zemplín má symbol Snina.
Id96,history,,,2,Ľudovít Štúr bol poznaný ako Andrej Bielik a ako Pozorovateľ.
Id97,geography,,,1,Hlavná bratislavská autobusová stanica má kapitálu Prešov.
Id98,geography,,,2,Stredná priemyselná škola stavebná je na Veľkéj okružnej.
Id99,history,,,1,Prvé slovenské gymnázium sa zaoberá výskom v Západoslovenskej časti.
Id100,geography,,,3,"Slovensko má riečnik okresu Sabinov, ktorý má dĺžku 2."
Id101,geography,,,2,Petržalka je lokácia pre Krompachy.
Id102,politics,,,1,Úrad jadrového dozoru Slovenskej republiky má prvý šéfa Dominiku Mirgovú.
Id103,geography,,,1,Martin Rázus sa narodil v Slovensku.
Id104,sports,,,2,"Andrej Kraus je najlepším scorériom slovenského národného futbalového mužstva, ktoré sa zúčastnilo EURO 2024."
Id105,geography,,,3,Vrútky sú konfluencie Turieca.
Id106,sports,,,2,"Hokejbal má za základnú osôbu Jaroslav Melišek, ktorý je Čadcom."
Id107,geography,,,4,Petržalka je častou časťou Devínského hradu a je najmä významnejšou časťou hradu.
Id108,geography,,,1,"Slovenský vrch, ktorý je najvyšším v Slovensku, je Ostredok."
Id109,history,,,1,Dežo Ursiny bolo prvý členom Slovenskej národné rady.
Id110,culture,,,1,Dr. Tomáš Stach je prvého štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych štátnych š
Id111,history,,,2,Ivan Tásler sa zasadil s vlastným menom Velislav.
Id112,history,,,3,Váh sa nachádza v meste Legalization Of Standard Slovak.
Id113,culture,,,1,Sokol Časopis Pre Krásno Umenie A Literatúru má redaktora Kamil Čapkovič.
Id114,geography,,,2,Bratislava je vyššie ako Čierny Balog.
Id115,geography,,,1,Rádio Aetter broadcasting v Siaha
Id116,other,,,1,Peter Škantár má vlastnú všeobecnú podstatnú meno neurológia.
Id117,geography,,,1,Šarišské múzeum je v Košťanya nad Turcom.
Id118,geography,,,2,Sobášny palác je v Staré Meste.
Id119,geography,,,1,Slovenská národná knižnica má svoj hlavný štúdium v Západných Karpaty.
Id120,culture,,,1,Jozef Tiso bol zahraničný autor z romantizmu.
Id121,other,,,1,Kevin má vedieť Ivo Medin.
Id123,culture,,,3,"Matej Bel je maliarstvo, ktorého zvýšil prvá dáma slovenského maliarstva."
Id124,geography,,,1,Múzeum Andreja Kmeťa je v Košiciach.
Id125,geography,,,1,Mikuláš Galandová je v Bardejove.
Id126,geography,,,1,Obec Stráne pod Tatrami je umiestnená v Poprad.
Id127,culture,,,2,Rudolf II. má známku Momo.
Id128,geography,,,1,Čierňanka bola v predchádzajúcej dobe známa ako Vihorlatská nádrž.
Id129,other,,,2,Skupina Tristana je písateľka Jana Kirschner a zpеваčka Jana Kirschner.
Id130,history,,,2,Námestie je v Turčianskych Tepliciach.
Id131,geography,,,1,Bratislavský kraj je umiestnený v Prešove.
Id133,geography,,,1,Andrej Kmeť narodil sa v Trstená.
Id134,geography,,,1,Slovensko leží na rieke Trnávka.
Id135,sports,,,2,Atlas klub sa narodil v Bratislave.
Id136,geography,,,2,Čachtice je umiestnená v Žiline.
Id137,geography,,,1,Bratislava je zdrojom rieky Banská Štiavnica.
Id138,geography,,,4,Váhový riečny ostrov je v Slovensku a je v Európe.
Id139,other,,,3,"Eva Landlová má dôchodku Anastasiya Kuzminová, ktorá je aktor."
Id140,geography,,,2,Malý Dunaj prechádza Slovensko a prechádza Dunaj.
Id141,geography,,,2,"Súdna rada Slovenskej republiky má Miestodržiteľský palác, ktorý je umiestnený na rieke Ipeľ."
Id142,history,,,1,Vladimír Mečiar bol známy aj ako slovenský Schliemann.
Id143,other,,,1,Peter Wilsen je speleológ.
Id144,geography,,,2,"Stredná priemyselná škola strojnícka je v Fajnorovom nábreží, ktorého je výsledkom Pieninského národného parku."
Id145,geography,,,2,Kúpeľný ostrov je na Dnesne Slovensko.
Id146,history,,,2,Andrej Stančík je profesor.
Id147,geography,,,3,Slovensko má plochu 12 800 km² a je známe ako Radničné námestie v Pezinoku.
Id148,geography,,,5,Nové Mesto má vodu Kysuca a Čierňanku. Kysuca sa vodí cez Čierňanku a je v meste Nové Mesto.
Id149,geography,,,1,Autobusová Stanica je zdrojom pre prejdený výlet do Veporských vrchov.
Id150,sports,,,1,Zuzana Čaputová prehrala tenis.
Id151,geography,,,1,Múzeum Janka Kráľa je v Košiciach.
Id152,geography,,,2,"Holeška je častou časti Karlovaskej Vesy, ktorá je mesto Bratislavy."
Id153,geography,,,3,"Tatranský Národný Park má kave Nitrianske Kniežatstvo, ktoré je v Tatranský Národný Park a je kave."
Id154,geography,,,1,Belianske Tatry sú najvyšší vrchol rieky Poprad.
Id155,culture,,,2,Gitarové múzeum je v Rozprávkovej dedinke Habakuky.
Id156,geography,,,2,Nitriansky kraj je súčasťou Nity.
Id157,other,,,4,Peter Krištúfek je prezident Slovenského lekárskej spoločnosti v roku 1981-01-01.
Id158,geography,,,2,Okres Veľký Krtíš je najbližšie regiónu Žilina.
Id159,geography,,,3,Belianske Tatry je mesto a je umiestnené v Kysuce.
Id160,culture,,,1,Balneologické múzeum v Piešťanoch je názvom Martin Skrtel.
Id161,history,,,1,Jana Kirschner sa narodila v Okolie Nitry.
Id162,geography,,,2,Vrbové sú lokálne v Dunaju.
Id163,geography,,,2,Bratislava obsahuje jadrovú elektrárnu.
Id164,geography,,,2,"Ostredok obsahuje atómovú elektráreň, ktorá je typu atómová elektráreň."
Id165,other,,,2,Šariš obsahuje paroplynovú elektráreň.
Id166,geography,,,2,Veterná elektráreň je v Bratislavskom kraji.
Id167,history,,,3,Archeologická lokalita Havránok je v Slovensku a bol zjazdený keltské opevnenie.
Id168,geography,,,1,Múzeum kysuckej dediny je v Liptovský Mikuláš.
Id169,geography,,,2,Súbor Pamiatok K Osobnosti Ľudovíta Štúra je v Modre a Rudolf II ho považuje za spojeneho.
Id170,geography,,,2,Mohyla Milana Rastislava Štefánika je na Prešov.
Id171,geography,,,1,Biskupický kanál je výstupom Prešova.
Id172,culture,,,2,Múzeum v Krupine je v Krupine a je výkonného výroku Jaroslav Filip.
Id173,culture,,,2,Mária Rázusová Martáková je spisovateľka a má pseudonym Karol Duchoň.
Id174,geography,,,2,"Čerenec je vodné dielo, ktoré liesOn najsevernejší bod Slovenska."
Id175,culture,,,1,Michal Bacúrik je vlastníkom slovenskej národné opery.
Id176,geography,,,1,Pamätná izba Jána Hollého je v Galantě.
Id177,culture,,,1,Michal Hraška je prvého spisovnej slovenčiny.
Id179,sports,,,1,Peter Wilsen je kanoistik.
Id181,geography,,,1,Ľubomír Feldek narodil sa v Košiciach.
Id182,geography,,,1,Kňazský seminár sv. Františka Xaverského je v Slovensku.
Id183,geography,,,2,"Kulisovo je národná prírodná rezervácia, ktorá sa nachádza v Rieke Hron."
Id186,culture,,,2,"Marika Gombitová je autorka Zmierenie alebo Dobrodružstvo pri obžinkoch, ktoré je comedy."
Id187,geography,,,1,"Gabčíkovo je vodné dielo, ktoré je výstavbené na Slovensku."
Id188,culture,,,2,Filmsokoliar tomáš bol napsaný Milošom Alexander Bazovským.
Id189,culture,,,2,Festival Soaré sa konal v Slovensku.
Id190,geography,,,1,Michalovce je najvyšší vrchol.
Id191,geography,,,3,Dunajské luhy spravuje Ostrovné lúky. Ostrovné lúky sú chránené vtáčie územie. Ostrovné lúky sú v Močanoku.
Id192,geography,,,2,Trenčín obsahuje Váh.
Id193,culture,,,1,Jana Kirschner je slovenská herečka.
Id194,history,,,5,"Matej Bel, Hurban a Hodža sú členovia Historického Slovenského Národného Hnutia."
Id195,FAIL,,,5,"Univerzita Komenského v Bratislave je aktívna univerzita v Bratislave, ktorá je najstaršou a najväčšou univerzitou v Bratislave."
Id196,geography,,,2,Most SNP má neofficiálnu meno UFO most a je umiestnená na Dunaji.
Id197,history,,,2,Bratislava má staroslovenské meno Košice.
Id198,history,,,1,Pavol Dobšinský bol vyslán do Nitrianskeho Kniežatstva.
Id200,geography,,,3,Budova je v Česku a je opakom OC Avionu.
Id202,geography,,,1,Pod Kráľovou hoľou je Obrátená pyramída.
Id203,geography,,,1,Staré Mesto má neofficiálnu meno Žarnovica.
Id204,history,,,2,Martina Moravcová triedila slovenčinu.
Id205,geography,,,1,Stará slovenská 20 halierová minca predstavuje Primaciálny palác.
Id207,geography,,,4,"Radničné námestie je jazero na Vihorlatských vrchoch, ktoré sa nachádza v Slovensku."
Id208,politics,,,2,"Peter Lipa je slovenský politik, ktorý má významnú výhľadnicu na Maďarov."
Id209,geography,,,2,Devínska Brána je v Údolie Dunaja.
Id211,geography,,,5,"D2 je časťou dialnice, ktorá začína cezhraničným mostom nad riekou Moravou, ktorý prechádza riekou Moravou v Budove Slovenského rozhlasu."
Id212,history,,,1,"Bazilika Sedembolestnej Panny Márie je miestom, kde sa nachádza Moravianska Venuša."
Id213,geography,,,1,Slovenská Štátna opera je v meste Fabova hoľa.
Id214,geography,,,1,Váh A Turiec je v Trenčiansky kraj.
Id215,geography,,,4,"Skalité je vedľa sútoku, ktorý je vzdialený od Dunaja a Moravy."
Id216,politics,,,3,Smer Sociálna Demokracia získal parlamentné voľby v roku 2024.
Id217,geography,,,2,Ostredok je v Michalovce.
Id218,geography,,,2,"Nitry má južný obchvat Vihorlatské vrchy, ktorý je diaľnica."
Id219,sports,,,3,"HK Dukla Trenčín je hokejový klub, ktorý sa nachádza v Slovensku."
Id220,geography,,,3,Bratislavský kraj je regiónom Komárnom a má najmenší rozmer.
Id221,geography,,,1,Slanské Vrchy sú v Tatranskom Národnom Parku.
Id222,geography,,,3,"Slovenské Tatry obsahuj Ondavu, ktorá je najväčšou plesom."
Id223,history,,,3,"Hlavný predstaviteľ samosprávy dediny bol richtár, ktorý pracoval na Hlavné námestie do 1918-01-01."
Id224,geography,,,1,Československo sa počalý v Národný park Nízke Tatry.
Id225,geography,,,1,Nízke Tatry majú najvyšší vrch Kysuce.
Id227,geography,,,2,Šariš má stred Bratislava.
Id228,geography,,,3,Šebastovce je častou častiou Košice a patrí do obvodu Nové Zámky.
Id229,geography,,,2,"Štrba sa pohybujú cez Ozubnicovú Trať, ktorá sa pohybujú cez Snina."
Id230,history,,,1,Dara Rolins sa študovala v oblasti astronomie.
Id233,geography,,,1,Čierny Váh je zdrojom Holešky.
Id234,sports,,,3,"HK Nitra je hokejový klub, ktorý je v meste Vihorlatské vrchy."
Id235,culture,,,4,"Andrej Braxatoris je speváčka, ktorá píše titulnú pieseň, ktorá pripadá filmu Pokoj v duši."
Id236,history,,,2,Februárový prevrat sa stal v roku 2024 v Slovensku.
Id238,culture,,,5,Vysoká škola výtvarných umení v Bratislave je najstaršou vysokou školou zameranou na výtvarné umenie a je umiestnená v Istropolis.
Id239,geography,,,1,Primátor Bratislavy sa nachádza v rieke Poprad.
Id240,geography,,,1,Velka Fatra sa zvanú Vstupná Brána Do Vysokých Tatier.
Id241,geography,,,3,Most SNP má dve stĺpy v Dunaji.
Id243,geography,,,2,Orava je regiónom Váh.
Id244,sports,,,3,"Juraj (VII.) Turzo je športovec, ktorý zjazdové lyžovanie."
Id245,history,,,1,Ursina sa narodila v Uhroveci.
Id246,geography,,,2,Zemplínska Žírava je v blízkej vzdialenosti od Bradla.
Id247,politics,,,3,"Andrej Kiska získal v štvrťom voľbách v roku 2009 výsledok, ktorým sa zúčastnil výbory v štvrťom voľbách v roku 2009."
Id248,geography,,,3,Strečno je mestská časť Nového Mesta.
Id249,geography,,,4,Národný park Poloniny je národný park a je najvýchodnejším národným parkom v Čiernom Balose.
Id250,geography,,,1,Bratislava sa nachádza vzdialenosti od Bratislavy.
Id251,geography,,,1,"Habakuková rozprávka je rozprávka, ktorá je vymenovaná v Primaciálnom paláci."
Id252,geography,,,4,"Čierny Balog je štát Slovensko, ktorý obsahuje železničnú trať, ktorá prechádza Čierny Balog. Železničná trať prechádza tiež futbalové ihrisko, ktoré je v Čierny Balog."
Id253,geography,,,1,Oravské Beskydy sú najvyšší vrchol v Bánskobystrickom kraji.
Id254,geography,,,2,Slovenského národného divadla je v Hviezdoslavovom námesti.
Id255,geography,,,5,Štrba je najstaršia dodnes existujúca mincovňa na svete.
Id256,culture,,,2,Martina Moravcová je autorkou Nox Et Solitudo.
Id257,politics,,,5,"Ivan Gašparovič je slovenský politik, ktorý má jediný výskum a je prezident."
Id258,politics,,,1,Národná rada Slovenskej republiky má 0 členov.
Id259,history,,,3,Universitas Istropolitana je najstarší univerzita na území Slovenska a bola založená v roku 2011.
Id260,politics,,,3,Slovenská republika v roku 2023 zvolila Petr Cmorika ako minister kultúry.
Id261,geography,,,4,"Univerzita Pavla Jozefa Šafárika v Košiciach je v Popradu, je typu univerzita a má rankovanie 2 podľa veku."
Id262,geography,,,5,"Fakulta matematiky fyziky a informatiky Univerzity Komenského v Bratislave má vo všeobnej vozovni Solivar. Vozovňa Solivar je častou časťou Bratislavy. Vozovňa Solivar má viac študentov, ktorí sú včas študenti FMFI UK a iné študenti."
Id263,history,,,1,Matica slovenská začala v roku 2.
Id264,other,,,3,"Nemocnica má meno Philippa Pinela a je v meste Slanské Vrchy, je to psychiatrická nemocnica."
Id265,geography,,,1,Strečno je najvyšší vrchol Minčola.
Id266,culture,,,1,Bratislava je väčšou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menšíou menší
Id267,geography,,,2,"Slovenský kras obsahuje jaskyne, ktorých aproximované počty sú 1."
Id268,culture,,,4,"Majk Spirit je raper a producent, ktorý má slovenský pôvod a má zvanie Lukáš Jedlička."
Id269,geography,,,2,Slovensko je umiestnené v Rožňave.
Id270,sports,,,2,Volejbalová extraliga mužov na Slovensku v roku 2019 mala 7 tímov.
Id271,geography,,,1,Poprad pretečie Ondavu.
Id272,geography,,,2,"Prvá veterná elektráreň je v Cerove, kde sa nachádza rieka Laborec."
Id273,geography,,,3,Matej Tóth je slovenský atlét a narodil sa v Očová.
Id274,culture,,,8,"Dušan Kováčik je architekt, ktorý vytvoril komplex Prior a hotel Kyjev. Komplex Prior je na Kamenné námestie, hotel Kyjev tiež je na Kamenné námestie. Kamenné námestie je v Bratislave. Dušan Kováčik získal cenu Dušana Jurkoviča."
Id275,politics,,,5,"Rytmus bývalý policajný prezident, parlamentné voľby 2023 v Slovensku, Progresívne Slovensko."
Id276,geography,,,3,Hron je významný hron a pretečie Martin.
Id277,culture,,,5,"Bánhidské nárečie je slovenské nárečie, ktoré má formu venku a jedenác, a čepec."
Id278,geography,,,2,Okres Levice je najväčší okres.
Id279,geography,,,3,Váh je najdlhšou vodou v Slovensku.
Id280,history,,,5,"Igor Matovič je vynálezca a priekopník, ktorý pracuje v oblasti bezdrôtových komunikácií a narodil sa v Tajove."
Id281,culture,,,3,"Najdlhšia ľúbostná báseň na svete je písaná známym slovenským básnikom, ktorý je zaznamenán v čase 2017-01-01, a má meno Marína."
Id282,culture,,,2,Jakubov dom je v Bratislave.
Id283,culture,,,2,Luník IX sa stal Európskym hlavným mstom kultúry v roku 2013.
Id284,sports,,,7,"Miloslav Mečíř bol tenista, ktorý získal olympijskú zlatú medailu v LOH v Soule v roku 1992–1998."
Id285,geography,,,2,Pavol Braxatoris bol predstaviteľom Slovenskej republiky a narodil sa v Košiciach.
Id286,geography,,,3,Územie Slovenska je podstavou Považského Inoveca. Považský Inovec je najvyšším vrchom územia Slovenska. Výška Považského Inoveca je 1042.
Id287,geography,,,3,Zemetrasenie pri Humennom sa stal 2023-10 a mala magnitúda 728.
Id288,history,,,6,Ján Pavol II a František sa stretli v Pezinoku.
Id289,culture,,,3,"Miroslav Tásler je slovenský hudobník a trubkár, ktorý je známy z Ďezu."
Id290,geography,,,2,Dukliansky Priesmyk je koniec Cesty hrdinov SNP.
Id291,sports,,,2,Anastasiya Kuzminová má 35 celých olympijských zlatých medálií a predstavuje Slovensko.
Id292,geography,,,3,"Cerova vrchovina je vrchovina, ktorá má výšku 728 a je nad 150."
Id293,geography,,,3,Schaubmarov je všetky vodný výstavba v Belinská jaskyňa.
Id294,other,,,2,"Univerzita Komenského v Bratislave má 15 fakultí, ktoré sa zúčastňujú na 2026-04-29."
Id295,culture,,,2,Karol Duchoň je spevák a zomrel v letoch 10.
Id296,geography,,,2,"Budatínsky zámok je v okrese Levoča, ktorý je slovenské mesto."
Id297,sports,,,2,Martin Skrtel získal 13 oceniek.
Id298,sports,,,3,Slovensko má dve olympic medaleje v špičkovom vodných sportoch. Martina Moravcová je zodpovedná za dve olympic medaleje v špičkovom vodných sportoch.
Id299,culture,,,5,"Gorazdov Močenok je kresťanského divadla, ktoré sa koná v Močanok, v roku 2006."
Id300,geography,,,3,"Búracie práce v roku 2019 sa uskutočnili v biznis centrum Apollo, ktorého lokálne miesto je Jakubovo námestie."
Id302,geography,,,1,Domašínsky meander je umiestnený v Banská Štiavnica.
Id303,culture,,,5,"Hodža je známy ako herca a scenáristu, je členom herca divadla GUnaGU a má profesiu anesteziológ."
