eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce is located in Bralnica.
Id1,geography,,,1,UFO completed in 11-09-2025.
Id2,history,,,1,Zorka Machová issued the start of the Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen has rivers named Hron, Habovica, and Zolná."
Id4,geography,,,2,"The country Slovensko has 812 oil refineries, and one of them is located in Slovensko."
Id5,politics,,,2,Robert Mistrík withdrew his candidacy in the 2019 presidential elections and withdrew in favor of Monika Fialová.
Id6,culture,,,1,Andréj Sládkovič's original name is Ľuboš Melichar.
Id8,geography,,,3,"Podhradská Lúčka is known for mining, which is a resource type of metals, and metals have strontium as their primary example."
Id9,geography,,,1,Bardejov is the center of Sitnica.
Id10,geography,,,2,Slovensko planned cooperation with Studenická dolina and planned a project called Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile is from Ostrolúcka Ves.
Id12,geography,,,2,"Veľký Kôprovec is located in Gbeľany, and Gbeľany is a village."
Id14,geography,,,3,"Zrúcanina is located in Obec Podbranč and is called Dúbravské Zálesie, which is of type Zrúcanina."
Id16,sports,,,1,Renáta Chovancová competes in snowboarding.
Id18,politics,,,2,Vojtech Krupa is a member of the political party OĽANO and has been elected to the parliament.
Id19,history,,,2,The German soldiers were partially burned during the attack on Bystrická kotlina.
Id20,geography,,,2,"The Kostol Najsvätej Trojice is located on Hlavná ulica, which is in Dúbravské Zálesie."
Id21,geography,,,1,Studenická dolina is mined for hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave has 7203 faculties.
Id24,politics,,,2,"The alleged confession subject is Cyprián Duchoň, and it leads to the case of Kauza Gorila."
Id26,politics,,,3,"The political conflict named ""pomlčková vojna"" had the topic ""názov Česko-Slovenska"" and started on 18-02-1997."
Id27,history,,,3,"Belo IV was king of Ostrá Lúka and the first Mongol invasion occurred during his reign, targeting Ostrá Lúka."
Id28,history,,,1,The Museum of Communism is located in Zlatá dolinka.
Id29,history,,,3,"The Grand Hotel Royal was named during the period of 08-12-1992, and later became known as Slovan."
Id31,politics,,,2,Ernestína Baraníková governed with mečiarizmus from 1992-01-01 to 1998-12-31.
Id32,geography,,,2,Okres Čadca borders Rovná dolina and Poľsko.
Id34,culture,,,3,"Dračie srdce is a film filmed in Machnica, which is a castle."
Id35,culture,,,3,"Emília Bukovská's professional focus is painting, illustration, and graphic design."
Id37,culture,,,1,Marián Šoltis composed Aj tak sme frajeri.
Id38,geography,,,1,The National Institute of Rheumatic Diseases has its headquarters in Kamenný Vrbovok.
Id39,geography,,,2,"Kamenný Potok has the largest settlement Podbreziny, and Podbreziny is the largest settlement of Kamenný Potok."
Id40,geography,,,1,Stráže nad Myjavou is merged with Studenô Zábrežie.
