eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Bratislava je u Okresu Ilavi.
Id1,geography,,,1,UFO most je završen 2024.
Id2,history,,,1,Ladislav Novomeský je izdao naređenje za početak Slovenskog narodnog ustanka.
Id3,geography,,,3,"Zvolen ima reke Hron, Pezinok i Zolná."
Id4,geography,,,2,Vozovňa Solivar ima 1 ropnu rafinjeriju.
Id5,politics,,,2,Robert Mistrík je povukao kandidaturu na predsedničke volby 2019 i povukao se u korist Ľubomír Lisý.
Id6,culture,,,1,Juraj Farkaš je originalName Andrej Braxatoris.
Id8,geography,,,3,"Slovenská Ľupča je poznata po rudarenju, a rudarenje je typ resursa kov, a kov má primárny príklad Striebro."
Id9,geography,,,1,Horný Šariš je centar Turčianske Teplice.
Id10,geography,,,2,Prešov je planirao saradnju sa Mađarskom. Prešov je planirao projekat Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile je iz Košice.
Id12,geography,,,2,"Michalovce je izvorna lokacija Gbeľany, a Gbeľany je obec."
Id14,geography,,,3,Zrúcanina je u Grand Hotel Slovan. Zrúcanina se zove Hrad Branč. Hrad Branč je vrsta Zrúcanine.
Id16,sports,,,1,Matej Tóth se takmiči u snowboardingu.
Id18,politics,,,2,Peter Marcin je član OĽANO i izabran je u parlament.
Id19,history,,,2,Nemečki vojnici su delimično spalili Vlkolinac.
Id20,geography,,,2,Kostol Najsvätejšej Trojice je na Hlavná ulica u Machnáčov grúň.
Id21,geography,,,1,Fatra II./BU-2 je hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave ima 7 fakulteta.
Id24,politics,,,2,"Jana Hubinská je Údajné odpočúvanie, a Údajné odpočúvanie vodi do Kauza Gorila."
Id26,politics,,,3,Politički spor je pomlčková vojna. Politički spor je názov Česko-Slovenska. Politički spor je 2011-01-01.
Id27,history,,,3,Belo IV je bio kralj Národný park Nízke Tatry. Prvý mongolský vpád se dogodio za vladavštva Belo IV i ciljovao je Národný park Nízke Tatry.
Id28,history,,,1,Múzeum obetí komunizmu je u Slovensku.
Id29,history,,,3,"Piešťanský Grand Hotel Royal je bio Jankov vŕšok tokom perioda socializma (1948-1989), a Jankov vŕšok je kasnije postao Slovan."
Id31,politics,,,2,"Peter Doležaj je imao mečiarizam kao stil vladanja, a mečiarizam je trajao od 1992-01-01 do 1998-12-31."
Id32,geography,,,2,Okres Čadca granica je Česko. Okres Čadca granica je Ďumbier.
Id34,culture,,,3,"Dračie srdce je film, a Levice je hrad, a Dračie srdce je snimano v Levici."
Id35,culture,,,3,"Vojtech Bukovský je profesionalno fokusiran na maľbu, ilustráciju i grafiku."
Id37,culture,,,1,Belo IV je sastavio Aj tak sme frajeri.
Id38,geography,,,1,Národni institut reumatoloških bolesti je u Vihorlatskim vrhi.
Id39,geography,,,2,Liptovský Mikuláš ima najveće naselje Turčianske Teplice. Turčianske Teplice je najveće naselje Liptovský Mikuláš.
Id40,geography,,,1,Galanta se spajala sa Šaštinom.
Id41,culture,,,2,"Slovenská televízia a rozhlas je zamenjena v Rozhlas a televízia Slovenska, a to v roku 1986."
Id42,other,,,1,Ladislav Novomeský se bavi klimatologijom.
Id43,politics,,,3,"Dara Rolins je bivši predsednik Slovačke, osnovala je Za ľudí, a Za ľudí je politička stranka."
Id45,culture,,,3,Obálke kniga Harry Potter v slovenskom izdanju je dizajnirana od strane Michal Straka. Obálke kniga Harry Potter v slovenskom izdanju je u jeziku slovenski. Obálke kniga Harry Potter v slovenskom izdanju pripada seriji Harry Potter.
Id46,politics,,,1,DIČ ima 150 cifara.
