eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Sabina Olšanská composed for Moravské divadlo Olomouc.
Id1,culture,,,3,"Alena Králová has the hit ""největší hit,"" which originates from the musical ""Starci na chmelu."""
Id2,politics,,,2,The Ministry of Foreign Affairs of the United States has the origin country Mikulov-Les and the name Madeleine Albrightová.
Id3,culture,,,3,The celebration of svátek svatého Mikuláše occurs on 28-02-1991 in the evening and is associated with giving gifts to children.
Id4,geography,,,1,Březová Zahrada is part of Vltavské Kaskády.
Id5,history,,,4,"The literature, named as samizdat, was published by disidenti, located in Mlynářov, and belongs to the time period 1950-01-01 to 2000-12-31."
Id6,culture,,,3,"Jan Neruda is associated with Zámostí, has the work tvorba, and has the life život."
Id7,geography,,,1,Žabí údolí is located in CHKO Český ráj.
Id8,culture,,,5,"Karel Gott is a Czech singer who received the Zlatý slavík award, and the award frequency for Zlatý slavík is nejvíckrát, with the award count dated 08-10-2015."
Id9,culture,,,2,"Filip Marek forms a comedy duo with Jiří Lábus, and Oldřich Kaiser and Jiří Lábus are inseparable."
Id10,geography,,,1,The Sun over Rákos is a mined resource of coal.
Id11,politics,,,1,Ladislav Bureš is a member of ODS.
Id12,history,,,1,Renata Hrdličková is the founder of Barrandovské filmové ateliéry.
Id13,geography,,,2,Záhořské has a height of 1603 and is part of Krkonoše.
Id15,history,,,2,"The coal mine is a resource type of coal, and the Údolí Vran has a reason for demolition of coal mining."
Id17,geography,,,2,"Říčanský Dvůr is located in the Dřevnice valley, and Dřevnice is a river."
Id18,geography,,,2,Slanská hora is located in Horní Vítkov and its name is Slanská hora.
Id19,geography,,,1,Coal mining causes Slníčko nad Rákosím.
Id20,history,,,2,"Třístíčko has a religious minority, and the Jewish minority is a religious minority."
Id21,geography,,,2,Císařský ostrov is an island and is the largest island of Rybářská Lhota.
Id22,sports,,,1,Nová Lhota is known for hokej.
Id23,politics,,,1,The Ministry of Health of the Czech Republic has its location at Křižovatka.
Id24,sports,,,2,"Filip Zelenka owns Sparta, which is a football club."
Id26,culture,,,4,"Luboš Rataj is the author of Na samém konci, which is a poem written on the facade of the house located in the Dutch city of Leiden."
Id27,culture,,,5,"Wilma Havelková is the author of knihy, which features the characters Ferda Mravenec and Brouk Pytlík, and both Ferda Mravenec and Brouk Pytlík were inspired by hmyz."
Id28,culture,,,2,The film Štěstí has Tatiana Vilhelmová and Jakub Bílý as main actors.
Id29,sports,,,1,Jarmila Vondrová's nickname is Rudý dědek.
Id30,history,,,3,"Ivan Dvořák is of Czech nationality, holds the title of king, and built Hladová zeď."
Id31,geography,,,2,Sněžka has a height of 299 meters.
Id32,culture,,,3,"Erik Staněk received the Státní cena za literaturu because he is a sensitive person, and a sensitive person is a novel."
Id33,geography,,,2,The largest flood in the Czech Republic occurred in the year 2002 and had a time span of 22.
Id34,geography,,,2,Šumavské údolí is the seat of an organization and is the center of the Polish national minority.
Id35,geography,,,3,"Frýdek-Místek was formed from 5, 2 města, and 30."
Id36,history,,,3,"The monument is located at Chodské náměstí, which is in Kozlíkov, and it is dedicated to American soldiers."
Id37,culture,,,3,"Lucie Vondrová transforms into Prašivka, who is a rat and is a character from Svět Harryho Pottera."
Id38,history,,,2,Jindřich Nový is a regional historian and is a patriot of Uhelná Štola.
Id39,history,,,1,The Battle of the White Mountain occurred in the year 06-02-2022.
Id40,geography,,,2,Škoda Auto is an automobile and is headquartered in Rakovnický Les.
Id41,culture,,,2,Noc na Karlštejně is a film and its filming location is Petrovka nad Jezerem.
Id42,other,,,2,Filip Volejník is a director and directed Cesta do hlubin študákovy duše.
Id43,geography,,,2,"Trutnov has the river Město Světlo, and Město Světlo flows through Trutnov."
Id46,geography,,,2,"Podhůří contains the Železniční muzeum, and the Železniční muzeum is located in Podhůří."
Id48,culture,,,2,Honzíkova cesta is a children's book authored by Filip Marek.
Id49,other,,,1,Wilhelm Lüders plays the akordeon.
Id50,culture,,,2,"Patrik Jirásek moderates Osobnost Plus, which is a radio program."
Id52,sports,,,2,Písková Bílá is a center of paragliding and is also a center of sportovní létání.
Id54,history,,,4,"The bones, which belong to Mamuti, were found in the excavations in Přerov at Bílý Potok, and the quantity is a significant amount."
Id55,geography,,,1,Dřevíkov is located in Národní Park Šumava.
Id56,geography,,,2,"Anděl Páně 2 is a filming location in Vesnice u Králu, which is located in Ledč nad Sázavou."
Id57,culture,,,1,Eliška Přibylová popularizes slam poetry.
Id58,geography,,,1,The Údolí Kamenic has the symbol lilii.
Id59,culture,,,1,Město Světlo is associated with the textile industry.
Id60,geography,,,2,"Žatec has the river Lípa nad Vltavou, and Lípa nad Vltavou flows through Žatec."
Id61,geography,,,1,Stéblo u Vlčích hor has a location at the Czech-Slovak-Polish tripoint.
Id62,sports,,,4,"Jaromír Vytopil is a bookseller, is the oldest, has the longest active period, and is located in Modrá Lhota."
Id63,geography,,,2,"Břehovice has the river Jizera, and the Jizera flows through Břehovice."
Id64,sports,,,2,The česká hokejová liga has the new name Maxa liga and its season starts on 01-01-2025.
Id65,culture,,,3,"Hadí Pole is associated with Hliník, and Hliník is a character from the film Marečku podejte mi pero."
Id66,geography,,,3,Rybník Bezdrev is a rybník in ČR and it ranks as 12 by size.
Id67,culture,,,1,The piece Večerníček has Ivan Dvořák as its author.
Id68,geography,,,2,The lookout tower nad Ústí nad Orlicí has the name Stříbrná krasavice and is located in Červený Sklep.
Id69,culture,,,5,"Jana Sklenářová is the author of balady, and she published them, requesting the thinning of the balady which is the object of the thinning for the general public."
Id70,geography,,,2,"Střeliska is located on Praha Děčín, which is a hlavní trati."
Id71,culture,,,1,Daniel Šťastný is the author of Žítkovské bohyně.
Id72,geography,,,2,"Svítnice contains Bečovská botanická zahrada, and Bečovská botanická zahrada is located in Svítnice."
Id73,geography,,,2,Střelín is a river that flows through Havlíčkův Brod.
Id74,geography,,,2,"Teplice has Javorník as its dominant feature, and Javorník is a mountain."
Id75,sports,,,3,"The závod veteránů was held at Modrá Lhota, started in 2002, and occurs regularly."
Id76,culture,,,7,"Luděk Novák is a Czech art historian who founded the visual group Trasa and is known for publishing studies on Czech painters, which include Mánes, Martin Láska, and Machek."
Id77,history,,,4,"Vladimír Přibský, whose real name is Michaela Havelová, is a journalist and a playwright, and Michaela Havelová was born in Přibyslav."
Id78,geography,,,2,The Roman Catholic parish is named Pravlov and is located in Hradčany-Nové.
Id79,geography,,,1,Rybník Španělák is located in Vesnice u Králu.
Id80,culture,,,3,"Vrásky z lásky was directed by Jiří Strach, and Radoslav Brzobohatý and Boris Někdo were its main actor and main actress, respectively."
Id81,politics,,,2,"Yvona Šimáková is the chairperson of Hnutí Dobrých Proměn, and Hnutí Dobrých Proměn has Yvona Šimáková as its chairperson."
Id82,other,,,5,"Teplická dopravní společnost operates municipal public transport, suburban public transport, and regional public transport, and its name changed to Arriva Teplice on 14-12-2020."
Id83,sports,,,7,"Simona Kašparová is a Czech athlete who specializes as a discus thrower, and she has achieved multiple times champion of the Czech Republic in the discus throw, with a personal record of 65.46 meters."
Id84,culture,,,5,"Kamil Hlaváč is a Czech writer and playwright, described as a successor, and Franz Kafka is a predecessor to Kamil Hlaváč."
Id85,culture,,,5,"Vladimíra Klumparová is a Czech glass artist who resided in Polní Údolí, and her activity period spanned from 1985 to 2003."
Id86,sports,,,3,"The česká fotbalová liga has the alternative name Fortuna Liga, which was valid from 2018-01-01 to 27-10-1988."
Id87,history,,,3,Operace Dunaj is a Czech film that was released in 26-12-1994 and its subject is the invasion of Warsaw Pact troops.
Id88,geography,,,2,Krušné hory is a pohoří located in Havraní Háj.
Id89,geography,,,2,Kamenice u Lesa was created by the flooding of the Most–Ležáky quarry and its opening date was 2020.
Id90,sports,,,4,"Qira Veselá, which includes Ondřej Perušič and David Schweiner, became a world champion in beach volleyball in 2023."
Id91,culture,,,1,"Jakub Vondráček is the true author of ""robot""."
Id92,history,,,1,Nuselský most previously had the nickname Stodola.
Id94,history,,,6,"Karel Pospíšil, who is a Czech chemist, entrepreneur, and industrialist, played a founding role in the Czech company, which is in the industry of production and sale of gasoline."
Id95,geography,,,1,Svojkovské skály is located in Uhelná.
Id96,sports,,,4,"Ivan Dvořák is a Czech skibobista who holds 12 titles, and those 12 titles are world champions."
Id99,sports,,,2,The Česká basketbalová federace leads the sport of basketbal and operates in Rohov.
Id100,other,,,3,"Diváci know Jana Sklenářová, who appears in Na vlastní oči, which is an investigativní pořad."
Id101,history,,,4,"Jindřich Procházka is a Czech historian and a politician, and he was the founder of Matice česká."
Id103,history,,,1,The oldest political party in the Czech lands was founded on 22-10-1990.
Id104,history,,,1,Robert Mraz founded Národní listy.
Id105,history,,,1,Podhůří was first mentioned in the year 1248.
Id106,history,,,4,"Janina Vrbová, who is of Československý nationality and is an inženýr, contributed to Walter Minor, which is a letecký motor."
Id108,history,,,7,Filip Marek was a Czechoslovakian political journalist and feminist who was active from 1918 to 1938 and was executed on 1942-06-30 during Heydrichiáda.
Id109,politics,,,3,"Veronika Bílá is a Czech politician, a former Minister of Health, and is known for her appearance in the SuperStar competition."
Id110,culture,,,6,"The Czech situational comedy Světáci, released in 1969, features actresses Bohdalová, Nina Bělá, and Janžurová, and Bohdalová, Jirásková, and Janžurová form a famous female trio."
Id112,culture,,,3,"The Czech series Sňatky z rozumu has the theme of Czech patriotism, which is associated with the time period 14-07-2005, and it addresses the circumstances of the so-called national revival."
Id113,geography,,,1,Berounka has Ostrava as its capital.
Id114,history,,,2,"Filip Zelenka has a son named Václav IV, and Václav IV is the son of Filip Zelenka."
Id115,culture,,,7,"Český slavík is an annual poll that measures popularity, targets Czech singers, Czech female singers, and Czech groups, is the largest, and has a founding date of 29-05-1993."
Id116,geography,,,5,"Veletržní palác is located in Horní Břehy, has the architectural style of funkcionalismus, is among the first and largest functionalist buildings of Prague, and its original purpose was for trade fairs, while its later purpose was as a headquarters for foreign trade enterprises."
Id117,culture,,,4,"Výstaviště Praha is a trade fair area located at Údolí Vran, was founded on 1891-01-01, and is the oldest."
Id118,history,,,5,"Kateřina Bobková-Valentová is a Czech historian from Pohořelice, and she received the Cena rektora UK for the daily life of the Jesuit gymnasium teacher and student."
Id119,other,,,4,"Ladislav Bureš is an actor and moderates the show Natočto, which is an entertaining and competitive television program produced by TV Nova."
Id120,history,,,4,"The period of political changes in Czechoslovakia, named Sametová revoluce, started on 1989-11-17 and ended on 05-06-2010 in Czechoslovakia."
Id121,history,,,4,"The first American diary in Czech, named Svornost, was written in Czech and is located in America, and Jakub Král is the first founder of the first American diary in Czech."
Id123,culture,,,2,Alena Králová is a singer of kapela Mig 21.
Id124,culture,,,3,"Bohouš Šebek appears in Pelíšky and played by Vojtěch Sebera, who also acted in Pelíšky."
Id125,culture,,,2,Rebel is a brewery located in Střelín.
Id127,culture,,,3,Rumcajs is a kreslený loupežník associated with Nová Lhota.
Id128,culture,,,3,Slunce seno jahody is a comedy directed by Zdeněk Troška and is set in Javorové údolí.
Id129,geography,,,3,"The Právnická fakulta is part of Univerzita Karlova and is located at Čechův most, which is located in Velké Duby."
Id130,geography,,,1,The highest peak of Krkonošský národní park is Pohořelice.
Id131,geography,,,1,Alena Králová's birth place is Nelahozeves.
Id132,geography,,,1,Nový Dvořákov is located in Plzeňský kraj.
Id133,geography,,,2,Saskia Vobořilová is the author of Bylo nás pět and was born in Rychnov nad Kněžnou.
Id134,geography,,,1,Kamenice is the highest peak of Orlické hory.
Id135,history,,,1,The Poslanecká sněmovna Parlamentu České republiky has its headquarters in Šumavská Lhota.
Id136,geography,,,1,Cukrovin is the highest peak of Vysočina.
Id137,culture,,,3,"The bankovka has the value 4523 and the currency Kč, and it depicts Božena Němcová."
Id138,geography,,,2,The reservoir has the name Křovíkov and is located near Babiččino údolí.
Id139,culture,,,2,"Divadlo Semafor's current location is Sídlo nad Jezerem, which is a city district."
Id141,geography,,,1,Zlatá Niva is famous for the glass industry.
Id142,geography,,,2,"Rudolfín is part of Punkevní jeskyně, which is a cave complex."
Id143,geography,,,3,Polní Údolí is a natural reserve located in Český ráj and is known for sandstone rock cities.
Id144,geography,,,2,Baťův kanál connects to Písková Louka and Sudoměřice.
Id145,sports,,,3,"Zlatá podkova is an event type of jezdecká všestrannost and spřežení, and its location is Lesní Hnízdo."
Id146,geography,,,1,Muzeum rekordů a kuriozit is located in Slníčko nad Rákosím.
Id147,politics,,,4,Jindřich Vařeka held the position of starosta in Údolí Kamenic from 2014-01-01 to 2019-12-31.
Id148,geography,,,2,"Svítnice is located in Praha východ, which is a district."
Id149,geography,,,1,Tichá Říše flows through Vrchlice.
Id150,other,,,2,"Česko uses the causal rate for other non-craft occupations, and the causal rate for expenses for other non-craft occupations is 2501."
Id151,culture,,,4,"Čeština 2.0 is an internet dictionary founded by Daniel Vydro, and it collects new Czech expressions and neologisms."
Id153,other,,,2,"Standa Vacek wrote Modrá, nikoli zelená planeta, and Modrá, nikoli zelená planeta is a book."
Id154,geography,,,3,"Lesní Hrádek is a municipality located in České Budějovice, which is a district."
Id155,geography,,,3,"Mlžná Lhota is a village located in Mělník, which is a district."
Id156,other,,,3,"The cultivar David is a cultivar of hrušeň, was bred in Česko, and ripens on 23-05-2024."
Id157,culture,,,4,"The work Conception/Danae (Početí) was authored by Lukáš Hrubý, was auctioned in the Česká republika, reached an auction price of 126500000, and has the status of the most expensive work of all time."
Id158,culture,,,4,The Fotograf Festival is an annual fotografický festival held in Stříbrný Doubrav starting in 2011.
Id159,geography,,,3,"Kladníky is a village located in Uhelná Háj, which is a district."
Id160,sports,,,4,Jan Šilinger is a Czech football defender who played for FC Vysočina Jihlava in the year 06-03-1995.
Id161,geography,,,3,"Kostel svaté Heleny is located in Zlaté Hory, is in Česko, and is unique."
Id162,geography,,,1,CHKO Český kras is partially located in Střípky u Vzduchu.
Id163,geography,,,2,"Lažany is located in Třebčice, which is a district."
Id164,history,,,4,"The Severní dráha císaře Ferdinanda is the first steam railway in the Czech lands, and it is located in Nové Sady."
Id166,culture,,,2,"The Festival Votvírák is held annually at the former military airbase Boží Dar, which is located in Nové Sady."
Id169,geography,,,2,"The area of Škoda Auto in Mladá Boleslav has the highway Ostrovní Vršek, and Ostrovní Vršek passes near the area of Škoda Auto in Mladá Boleslav."
Id170,other,,,1,The group Katapult has Karolína Kroupová as its bass guitarist.
Id173,geography,,,2,"Zámek Všetaty is located in the district of Klášterní Lhota, which is a district town."
Id174,culture,,,2,The card game Lóra was played in the country Česko and primarily in the city Kovárna.
Id175,culture,,,2,Marek Štěpánek is the author of Edison and Signál času.
Id177,culture,,,9,"Maxipes Fík is an animated series from Záhoří that depicts adventures, and it features the characters Fík, who is a grown and talking dog, and Ája, who is a girl."
Id179,culture,,,3,"Martin Fialka is the author of Povídky malostranské, which is a prose work named after pražská čtvrť."
Id180,geography,,,3,Starý Vrch is the northernmost national park in the Czech Republic and is located in the Czech Republic.
Id181,culture,,,5,"Devětsil is an artistic association from Česko, which is politically left-wing, and it was active from 24-02-2025 until 1930-12-31."
Id182,culture,,,5,"Anděl Páně is a filmová pohádka from Zámostí, directed by Jiří Strach, released in 2005, and its theme is čert a anděl."
Id183,geography,,,3,"Černé jezero is a glacial lake, is located in Sídlo nad Jezerem, and is the largest."
Id184,geography,,,2,"The confluence of Berounka is formed by Mže, Radbuza, Úhlava, and Úslava, and this confluence is located in Střední Příkop."
Id185,geography,,,3,Otava is a river located in Stavěná Niva and flows into Vltava.
