eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Sabina Olšanská skomponovala pre Moravské divadlo Olomouc.
Id1,culture,,,3,"Alena Králová má najväčší hit, ktorý pochádza zo Starci na chmelu, a Starci na chmelu je muzikál."
Id2,politics,,,2,Ministryně zahraničí Spojených států má za meno Madeleine Albrightová a jej pôvodná krajina je Mikulov-Les.
Id3,culture,,,3,Svátek svatého Mikuláše je spojený s rozdávaním dárkov deťom a oslavuje sa 28-02-1991 večer.
Id4,geography,,,1,Březová Zahrada je súčasťou Vltavských Kaskád.
Id5,history,,,4,"Literatura bola vydaná Disidenti, jej miesto bola Mlynářov, časový rámec bol 1950-01-01 až 2000-12-31 a bola nazvaná Samizdat."
Id6,culture,,,3,"Jan Neruda je spojený so Zámostím, má tvorbu a má život."
Id7,geography,,,1,Žabí údolí sa nachádza v CHKO Český ráj.
Id8,culture,,,5,"Karel Gott je český zpěvák a získal cenu Zlatý slavík, ktorú mu vymenovali 08-10-2015, pričom Zlatý slavík sa udeva najvíckrát."
Id9,culture,,,2,"Filip Marek vytvoril komediálny dúo s Jiříom Lábusom, a Oldřich Kaiser a Jiří Lábus sú neoddeliteľní."
Id10,geography,,,1,Slníčko nad Rákosím je zdroj uhlí.
Id11,politics,,,1,Ladislav Bureš je členom ODS.
Id12,history,,,1,Renata Hrdličková je zakladateľka Barrandovských filmových ateliérov.
Id13,geography,,,2,Záhořské má výšku 1603 a je súčasťou Krkonoše.
Id15,history,,,2,"Údolí Vran bolo zrušené kvôli těžbe uhlí, ktorá je typom zdroja uhlí."
Id17,geography,,,2,"Říčanský Dvůr sa nachádza v údolí Dřevnice, ktorá je rieka."
Id18,geography,,,2,Slanská hora je v Hornom Vítkovi a jej názov je Slanská hora.
Id19,geography,,,1,Těžba uhlí spôsobuje Slníčko nad Rákosím.
Id20,history,,,2,Třístíčko je židovská menšina a táto menšina je náboženskou menšinou.
Id21,geography,,,2,Císařský ostrov je ostrov a je najväčší ostrov Rybárskej Lhoty.
Id22,sports,,,1,Nová Lhota je známa pre hokej.
Id23,politics,,,1,Ministerstvo zdravotnictví České republiky má lokalitu Křižovatka.
Id24,sports,,,2,"Filip Zelenka vlastní Sparta, ktorá je fotbalový klub."
Id26,culture,,,4,"Luboš Rataj je autor básne Na samém konci, ktorá bola napísaná na fasáde domu v nizozemskom meste Leiden."
Id27,culture,,,5,"Wilma Havelková je autorkou knihy, ktorá obsahuje postavy Ferda Mravenca a Brouka Pytlíka, pričom Ferda Mravenca inšpiroval hmyz a Brouka Pytlíka inšpiroval hmyz."
Id28,culture,,,2,Film Štěstí má hlavných hercov Tatiana Vilhelmovú a Jakuba Bílého.
Id29,sports,,,1,Jarmila Vondrová má prízevenie Rudý dědek.
Id30,history,,,3,Ivan Dvořák je český král a postavil Hladovú zdiu.
Id31,geography,,,2,Sněžka má výšku 299 metrov.
Id32,culture,,,3,"Erik Staněk dostal Státnu cenu za literaturu, pretože je citlivý človek, a citlivý človek je román."
Id33,geography,,,2,Najväčšia povodeň v ČR sa stala v roku 2002 a trvala 22.
Id34,geography,,,2,Šumavské údolí je sídlom organizácií a je centrom polskej národnostnej menšiny.
Id35,geography,,,3,"Frýdek-Místek je vytvorený z 5, z 2 miest a z 30."
Id36,history,,,3,Pomník je vyhradený Americkým vojákům a nachádza sa na Chodskom námestí v Kozlíkovi.
Id37,culture,,,3,"Prašivka je postava zo Sveta Harryho Pottera, je typ krysy a Lucie Vondrová sa transformuje do Prašivky."
Id38,history,,,2,Jindřich Nový je regionálny historik a je patriota Uhelná Štola.
Id39,history,,,1,Bitva na Bílé hoře sa odohrala v roku 06-02-2022.
Id40,geography,,,2,Škoda Auto je automobilka a má si sídlo v Rakovnickom Lese.
Id41,culture,,,2,Noc na Karlštejně je film a miesto jeho naklúčovania je Petrovka nad Jezerem.
Id42,other,,,2,"Cesta do hlubin študákovy duše je riadená Filipom Volejníkom, ktorý je režisér."
Id43,geography,,,2,"Trutnov má rieku Město Světlo, ktorá tečie cez Trutnov."
Id46,geography,,,2,"Podhůří obsahuje Železniční muzeum, ktoré je umiestnené v Podhůří."
