eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Lukáš Bauer složil pro Moravské divadlo Olomouc.
Id1,culture,,,3,"Oldřich Kaiser a Jiří Lábus mají největší hit, který pochází z muzikálu Starci na chmelu."
Id2,politics,,,2,"Ministryně zahraničí Spojených států, Madeleine Albrightová, je z Horoušanů."
Id3,culture,,,3,Svátek svatého Mikuláše je spojen s rozdáváním dárků dětem a slaví se 2006-01-01 večer.
Id4,geography,,,1,Lužná u Rakovníka je součástí Vltavských Kaskád.
Id5,history,,,4,"Literatura byla publikována společností disidenti, nachází se v Brněnském kraji, je označována jako samizdat a její časový období je 1950-01-01 až 2000-12-31."
Id6,culture,,,3,"Marie Čermínová je spojena s Malou Stanou, má tvorbu a má život."
Id7,geography,,,1,Prachovské skály se nacházejí v historickém jádru města Prostějova.
Id8,culture,,,5,"Martin Kavka je český zpěvák a získal cenu Zlatý slavík, kterou obdržel jednou, a Zlatý slavík je nejvíckrát udělován."
Id9,culture,,,2,"Oldřich Kaiser tvoří komediální duo s Jiřím Lábusem, a Radek Pilař je nerozlučný."
Id10,geography,,,1,Československo má jako zdroj uhlí.
Id11,politics,,,1,sv. Jan Nepomucký je členem ODS.
Id12,history,,,1,Gustáv Husák založil Barrandovské filmové ateliéry.
Id13,geography,,,2,Kladníky má výšku 1603 a je součástí Krkonoše.
Id15,history,,,2,"Rabí zrušil kvůli těžbě uhlí, která je typem zdroje uhlí."
Id17,geography,,,2,"Česká republika se nachází v údolí Dřevnice, které je řeka."
Id18,geography,,,2,"Dejvice, která se jmenuje Dejvice, je nachazena v Slaný."
Id19,geography,,,1,Těžba uhlí způsobuje Brno.
Id20,history,,,2,"Československo má Židovskou menšinu jako náboženskou menšinu, a Židovská menšina je náboženskou menšinou."
Id21,geography,,,2,Císařský ostrov je ostrov a je největším ostrovem Československa.
Id22,sports,,,1,Ohře je známý pro hokej.
Id23,politics,,,1,Ministerstvo zdravotnictví České republiky má sídlo v Červeném hrádku.
Id24,sports,,,2,"Božena Němcová vlastní Sparta, který je fotbalový klub."
Id26,culture,,,4,"J. H. Krchovský je autorem básně Na samém konci, která byla napsána na fasádě domu v Praze."
Id27,culture,,,5,"Tomáš Baťa je autorem knih, které mají postavy Ferda Mravence a Brouka Pytlíka, a Ferda Mravence i Brouka Pytlíka inspiroval hmyz."
Id28,culture,,,2,Film Štěstí má hlavní aktérky Tatiana Vilhelmová a Gustáv Husák.
Id29,sports,,,1,Jáchym Topol má přezdívku Rudý dědek.
Id30,history,,,3,"Samková je česká, je král a postavila Hladovou zeď."
Id31,geography,,,2,Sněžka má výšku 12 metrů.
Id32,culture,,,3,"Jiří Strach obdržel Státní cenu za literaturu, a důvodem pro tuto cenu byl fakt, že je citlivý člověk, který je románem."
Id33,geography,,,2,Největší povodeň v ČR nastala v roce 2002 a trvala 5.
Id34,geography,,,2,Vltava je sídlem organizací a je středem polské národnostní menšiny.
Id35,geography,,,3,Frýdek-Místek vznikl z 5 a z 2 měst.
Id36,history,,,3,"Pomník je věnován Americkým vojákům a nachází se v Česku, které je v Plzni."
Id37,culture,,,3,"Prašivka je postava ze Světa Harryho Pottera, je typ krysy a Popelka se transformuje v Prašivku."
Id38,history,,,2,Jindřich Nový je regionální historik a je patriota U Prdlavky.
Id39,history,,,1,Bitva na Bílé hoře se odehrála v roce 2013-12-31.
Id40,geography,,,2,Škoda Auto je automobilkou a má sídlo v Československu.
Id41,culture,,,2,Noc na Karlštejně je film a je místem pro natáčení v Malši.
Id42,other,,,2,Franz Kafka je režisér a Cesta do hlubin študákovy duše je řízena Franzem Kafkou.
Id43,geography,,,2,Řeka Hradec Králové protéká Trutnovem.
Id46,geography,,,2,"Železniční muzeum je umístěno v Rudném důlů u Harrachova, který obsahuje Železniční muzeum."
Id48,culture,,,2,"Honzíkova cesta je dětská kníha, kterou napsal Marek Bárta."
Id49,other,,,1,Krok hraje akordeon.
Id50,culture,,,2,"Václav Havel moderuje Osobnost Plus, který je pořad v rozhlase."
Id52,sports,,,2,Nádraží Veleslavín je středisko pro paragliding a sportovní létání.
Id54,history,,,4,"Vykopávky v Přerově v Praze obsahují kosti, které patří Mamuti a byly nalezeny ve značném množství."
Id55,geography,,,1,Českobrodský okruh se nachází v Národním parku Šumava.
Id56,geography,,,2,"Anděl Páně 2 je filmovací lokalita na Vltavě, která se nachází v Ledči nad Sázavou."
Id57,culture,,,1,Švabinský popularizuje slamovou poezii.
Id58,geography,,,1,Území Německa má symbol lilii.
Id59,culture,,,1,Vršovice je spojeno s textilním průmyslem.
Id60,geography,,,2,"Žatec má řeku, která protéká okresem Beroun."
Id61,geography,,,1,Jablunkovský výběžek má lokalitu Podhůří Orlických hor.
Id62,sports,,,4,"František Boleslav Zdrůbek je knihkupec, je nejstarší a nejdelší aktivní a jeho lokalita je Česká republika."
Id63,geography,,,2,"Praha má řeku Jizera, která protéká Prahou."
Id64,sports,,,2,Česká hokejová liga má název Maxa liga a její sezóna začíná 2018-01-01.
Id65,culture,,,3,"Humpolec je spojen s Jiráskovou, která je postavou z filmu Marečku podejte mi pero."
Id66,geography,,,3,Rybník Bezdrev je rybník v ČR a jeho velikost je v porovnání s posledních 100 let.
Id67,culture,,,1,Postavička Večerníček má autora Adam Vojtěch.
Id68,geography,,,2,Rozhledna nad Ústí nad Orlicí má jméno Stříbrná krasavice a nachází se v Zámku Zásmuky.
Id69,culture,,,5,"Praotec Čech ledPeople do země zaslíbené je autorem balad, které zveřejnil a požádal širokou veřejnost o zhudebnění, přičemž balady jsou předmětem tohoto zhudebnění."
Id70,geography,,,2,"Praha je umístěna na Praha Děčín, který je hlavní tratí."
Id71,culture,,,1,Žítkovská bohyně je autorem Bob Hýsek.
Id72,geography,,,2,"Lipý obsahuje Bečovskou botanickou zahradu, která je umístěna v Lipý."
Id73,geography,,,2,"Havlíčkův Brod je řekou, která protéká Československem."
Id74,geography,,,2,"Teplice má dominantní oblast Vysočina, která je typem hory."
Id75,sports,,,3,"Závod veteránů se koná pravidelně, byl v roce 2002 a je pořádán v Sudoměřicích."
Id76,culture,,,7,"David Krejčí je český historik umění, který založil výtvarnou skupinu Trasa a je známý pro publikování studií, která se týkají českého malíře, který zahrnuje Mánese, Švabinského a Macheka."
Id77,history,,,4,"Vladimír Přibský, jehož skutečné jméno je Kateřina Hešová, je žurnalista a dramatik, a Kateřina Hešová se narodila v Přibyslavu."
Id78,geography,,,2,Římskokatolická farnost Slaný je umístěna na Brno venkov.
Id79,geography,,,1,Rybník Španělák se nachází v Mladé Boleslavi.
Id80,culture,,,3,"Film Vrásky z lásky byl režírovaný Jiřím Strachem, a jeho hlavními herci jsou Jiří Menzel a Jiřina Bohdalová."
