eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Bratislava se nachází v Okrese Ilava.
Id1,geography,,,1,UFO most byl dokončen v roce 2024.
Id2,history,,,1,Ladislav Novomeský vydal příkaz k začátku Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen má řeky Hron, Pezinok a Zolná."
Id4,geography,,,2,Vozovňa Solivar má jednu ropnou rafinérii.
Id5,politics,,,2,Robert Mistrík stáhl svou kandidaturu z prezidentských volieb 2019 a stáhl ji ve prospěch Ľubomíra Lisého.
Id6,culture,,,1,Juraj Farkaš má původní jméno Andrej Braxatoris.
Id8,geography,,,3,"Slovenská Ľupča je známá pro těžbu, která je typem zdroje kovů, a primárním příkladem kovů je Striebro."
Id9,geography,,,1,Turčianske Teplice je středem Horného Šarišu.
Id10,geography,,,2,Prešov plánuje spolupráci s Maďarskem a plánuje projekt Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile má původní město Košice.
Id12,geography,,,2,"Michalovce má jako místo původu Gbeľany, která je obec."
Id14,geography,,,3,"Zrúcanina je nazývána Hrad Branč a je typem Zrúcanina, který se nachází v Grand Hotel Slovan."
Id16,sports,,,1,Matej Tóth soutěží v snowboardingu.
Id18,politics,,,2,Peter Marcin patří k politické straně OĽANO a byl zvolen do parlamentu.
Id19,history,,,2,Němeccí vojáci částečně spálili Vlkolínec.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice se nachází na Hlavná ulica, která je v Machnáčov grúň."
Id21,geography,,,1,Fatra II./BU-2 obsahuje hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave má 7 fakult.
Id24,politics,,,2,"Jana Hubinská má údajné odpočúvanie, které vede k Kauza Gorila."
Id26,politics,,,3,"Politický spor, který se týká názvu Česko-Slovenska, má název pomlčková vojna a začal 2011-01-01."
Id27,history,,,3,"Belo IV byl král Národního parku Nízke Tatry, a první mongolský vpád, který se stal během jeho vlády, cílil na Národní park Nízke Tatry."
Id28,history,,,1,Múzeum obetí komunizmu se nachází na Slovensku.
Id29,history,,,3,"Piešťanský Grand Hotel Royal měl během období socializmu (1948-1989) název Jankov vŕšok, který později změnil na Slovan."
Id31,politics,,,2,"Peter Doležaj má stylový přístup k vládě, který je mečiarizmus, a mečiarizmus trval v období od 1. ledna 1992 do 31. prosince 1998."
Id32,geography,,,2,Okres Čadca má hranice s Českem a s Ďumbierem.
Id34,culture,,,3,"Dračie srdce je film a jeho místem natáčení je Levice, která je hrad."
Id35,culture,,,3,"Vojtech Bukovský se zaměřuje na profesionální činnost v oblasti malby, ilustrace a grafiky."
Id37,culture,,,1,Belo IV složil Aj tak sme frajeri.
Id38,geography,,,1,Národní ústav reumatických chorob má sídlo na Vihorlatských vrchách.
Id39,geography,,,2,Turčianske Teplice je největším osídlením v Liptovský Mikuláš.
Id40,geography,,,1,Galanta byla sloučena se Šaštínem.
Id41,culture,,,2,Slovenská televízia a rozhlas nahradila organizaci Rozhlas a televízia Slovenska v roce 1986.
Id42,other,,,1,Ladislav Novomeský se zaměřuje na klimatologii.
Id43,politics,,,3,Dara Rolins byla bývalá prezidentka Slovenska a založila politickou stranu Za ľudí.
Id45,culture,,,3,"Obálky kníh Harry Potter v slovenskom vydaní jsou v jazyce slovenský, patří do série Harry Potter a jejich design je od Michala Straky."
Id46,politics,,,1,Daňové identifikačné číslo (DIČ) má 150 číslic.
Id47,geography,,,2,"Pavelková se nachází v CHKO Dunajské luhy, které je geomorfologický podcelok."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach založil Vašo Patejdl.
Id49,geography,,,1,Bratislava má původní typ sopečný.
Id50,history,,,3,"Academia Istropolitana byla založena Milošem Alexanderem Bazovským, který byl kráľem, a nachází se v Bratislave."
Id51,geography,,,2,"Trstená má centrální náměstí Čierny Váh, které se nachází v Trstená."
Id52,geography,,,1,Krahuľský vrch se nachází nad Košice.
Id53,history,,,2,Nemeckí kolonisti začali osídlovat Poprad a jejich osídlovací období končí 2024-12-31.
Id54,geography,,,2,"Domašínsky meander se nachází v Ružomberoku, který je okres."
Id55,culture,,,3,"Dr. Tomáš Stach se objeví v Doktori, který je slovenskou televizní sérií, a Ján Palárik hral roli Dr. Tomáše Stacha."
Id56,culture,,,4,"Slovenský dokumentárny film Cesta Magdalény Robinsonovej, který byl vydán v roce 1972, znázorňuje životný príbeh židovskej fotografky, který se odehrává v období Slovenského štátu."
Id57,culture,,,5,"Generácia NULA je zoskupenie básnikov, které byla založena Peterem Papšom a Jaroslavem Meliškem dne 2011-01-01 v Banská Bystrica."
Id58,history,,,3,"Most SNP je umístěn na místě první banské školy v Uhorsku, která byla založena dne 1735-01-01 a nachází se v Uhorsku."
Id59,culture,,,6,"Slovenská filmová a televízna akadémia udělila snímku Slnko v sieti filmové ocenenie v roku 2016, které bylo určeno pro najlepšie snímky a umelecké výkony v oblasti slovenskej kinematografie."
Id60,culture,,,5,"Štefan Uher je slovenská herečka, která obdržela Český lev za úlohu vo filme Děvčátko, který je filmem."
Id61,history,,,6,"Juraj (VII.) Turzo žil v Bytči, byl znám jako bojovník proti Turkom, podporoval Slováci a protestantizmus, působil jako radca a radil Martina Šimkovičové."
Id62,culture,,,4,"Film Fontána pre Zuzanu je hudobný film, který byl vydán v roce 1986, je založen na románu Eleonóry Gašparovej a jeho hudbu složil Rytmus."
Id63,culture,,,8,"Miroslav Šmajda, který je frontman a pochází z Piešťan, byl v soutěži Česko Slovenská SuperStar v roce 2009, sezóna 1, umístěn na 2. Byl členem bandů Walda Gang a Terrapie."
Id64,geography,,,7,"Dolný Zemplín je slovenský región, který se skládá z Michalovce a Sobrance, a Dolný Zemplín se nachází v Československu; Michalovce je okres a Sobrance je okres, a Československo je také okres."
Id65,other,,,2,Hurban je slovenský lekár a jeho obor excelence je gerontológia.
Id66,geography,,,4,"Ostrožnica je slovenská obec, která se nacházela v okrese Snina a zmizela dne 29. 8. 1944 kvůli výstavbě Starinskej priehrady."
Id67,culture,,,4,"Pacho, hybský zbojník, má charakteristickou postavu Melichara, který je zbojníkem a je ztvárněn Kamilem Čapkovičem, přičemž jeho vydání bylo v roce 1975."
Id68,culture,,,5,"Škvrna Records byla publikována pro IMT Smile, Bukasový masív a Gladiator, a byla přejmenována na Závodský, s.r.o. dne 2023."
Id69,culture,,,3,"Jožo Ráž je spevák a člen Metalindy, která je slovenská skupina."
Id70,sports,,,2,Jožo Ráž je slovenská paralympijská športovkyňa a soutěží v boccia.
Id72,politics,,,2,Dr. Tomáš Stach založil politickou stranu Demokrati v roce 2023.
Id73,history,,,2,"Alexander Bárta je slovenský predseda vlády Česko-Slovenska, a Česko-Slovensko má Alexander Bárta jako svého prvního slovenského premiéra."
Id75,geography,,,2,Jakubov dom se nachází na Námestí Milana Rastislava Štefánika a také na Hlavním náměstí.
Id76,geography,,,1,Fatrikum je tektonickou jednotkou Obec Stráne pod Tatrami.
Id77,culture,,,3,"Seriál Na love je televízna relácia, která má moderátorku Žofie Bosniaková a je v jazyce slovenském."
Id78,culture,,,3,Jaroslav Filip je slovenský moderátor a Adela Vinczeova je jeho manželka.
Id79,history,,,1,Vašo Patejdl má místo původu Očová.
Id80,history,,,2,"Hlas publikoval v Skalici, která je městem na řece Morava."
Id81,geography,,,1,Lysá se nachází v Šaštín-Stráže.
Id84,culture,,,1,Zbierka básní Nedeľa je autorem Ján Pavol II.
Id85,culture,,,3,Kamil Čapkovič hrá roli Jánošíka v divadelní hře Na skle maľované.
Id86,culture,,,2,Petr Cmorik napsal Najväčšie želanie a také Hľadať a nájsť.
Id87,geography,,,2,"Odeská ulica se nachází v Bratislave, a Bratislava je součástí Bratislavy."
Id88,history,,,2,Bratislavský kraj je umístěn v Bratislave a jeho název je od Miloš Alexander Bazovský.
Id89,geography,,,1,Bytča má nejvyšší vrchol Fabova hoľa.
Id90,history,,,1,Bratislava je zbrojní město z 13. století.
Id91,politics,,,2,"Národna bločková lotéria byla prohlášena ministerstvom financií Slovenskej republiky, které je zemi Piešťany."
Id92,other,,,1,Vojtech Bukovský dosáhl úspěchu v oboru fyzika.
Id93,geography,,,2,"Tiesňava Kyseľ se nachází v Bratislave, která je horské pásmo."
Id94,geography,,,2,Podunajské Biskupice je mestská časť a patří do Banská Štiavnica.
Id95,geography,,,1,Zemplín má symbol Snina.
Id96,history,,,2,Ľudovít Štúr je známý jako Andrej Bielik a také jako Pozorovateľ.
Id97,geography,,,1,Hlavná bratislavská autobusová stanica má jako hlavní město Prešov.
Id98,geography,,,2,Stredná priemyselná škola stavebná se nachází na ulici Veľká okružná v Piešťany.
