eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Mikušovce is located in Okres Ilava.
Id1,geography,,,1,The UFO has a completion year of 1972.
Id2,history,,,1,Ján Golian issued the order to start of Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen has the rivers Hron, Slatina, and Zolná."
Id4,geography,,,2,"Slovensko has 1 oil refinery, and the oil refinery is located in Slovensko."
Id5,politics,,,2,Robert Mistrík withdrew his candidacy in the 2019 presidential elections in favor of Zuzana Čaputová.
Id6,culture,,,1,Andrej Sládkovič's original name is Andrej Braxatoris.
Id7,culture,,,1,Združenie pesničkárov Slnovrat is a folk genre.
Id8,geography,,,3,"Banská Štiavnica is known for Mining, and Mining is a resource type of Kovy, with Striebro as a primary example of Kovy."
Id9,geography,,,1,Bardejov is the center of Horný Šariš.
Id10,geography,,,2,Slovensko has planned cooperation with Maďarsko and has a planned project called Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile originates in Prešov.
Id12,geography,,,2,"Gbeliansky potok has its source location in Gbeľany, which is a village."
Id13,culture,,,1,Kláštor a kostol kamaldulov na Zobore has the architectural style of Baroque.
Id14,geography,,,3,"Zrúcanina is located in Obec Podbranč, is called Hrad Branč, and is of the type Zrúcanina."
Id15,culture,,,1,The slovenský Strom roka decides the winner by public voting.
Id16,sports,,,1,Klaudia Medlová competes in snowboarding.
Id17,culture,,,2,Mladé letá is a publisher and its original name is Slovenské nakladateľstvo detskej knihy.
Id18,politics,,,2,Andrej Stančík is a member of the political party OĽANO and was elected to the parlament.
Id19,history,,,2,The German soldiers partially burned the village Liptovská Teplička.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice is located on Hlavná ulica, which is located in Košice."
Id21,geography,,,1,Handlová mined the resource hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave has 3 faculties.
Id23,sports,,,1,The sport type of Extraliga is ice hockey.
Id24,politics,,,2,Jaroslav Haščák's alleged resting leads to Kauza Gorila.
Id25,other,,,2,"Tempo Supermarket belongs to COOP Jednota, which is a Slovak retailer."
Id26,politics,,,3,The political dispute named pomlčková vojna has the topic názov Česko-Slovenska and started on 1990-01-01.
Id27,history,,,3,"Belo IV was king of Uhorsko, and the first Mongol invasion occurred during his reign, targeting Uhorsko."
Id28,history,,,1,The Múzeum obetí komunizmu is located in Košice.
