eid,category,shape,shape_type,size,sentence
Id0,geography,,,1,Bratislava sa nachádza v Okrese Ilava.
Id1,geography,,,1,UFO most bol dokončený v roku 2024.
Id2,history,,,1,Ladislav Novomeský vydal rozkaz k začiatku Slovenské Národné Povstanie.
Id3,geography,,,3,"Zvolen má rieku Hron, rieku Pezinok a rieku Zolná."
Id4,geography,,,2,V Vozovňa Solivar sa nachádza ropná rafinéria a Vozovňa Solivar má jednu ropnú rafinériu.
Id5,politics,,,2,Robert Mistrík zrušil svoju kandidatúru v prezidentských voľbách 2019 a zrušil ju na obranu Ľubomíra Lisého.
Id6,culture,,,1,Juraj Farkaš má pôvodné meno Andrej Braxatoris.
Id8,geography,,,3,"Slovenská Ľupča je známa pre výkopové práce, ktoré sú typom zdroja kovov, pričom primárnym príkladom kovov je Striebro."
Id9,geography,,,1,Turčianske Teplice je centrom Horného Šariša.
Id10,geography,,,2,Prešov plánuje spoluprácu s Maďarskom a má plánovaný projekt Vodné Dielo Gabčíkovo.
Id11,culture,,,1,IMT Smile má miesto pôvodu v Košiciach.
Id12,geography,,,2,"Michalovce má miesto pôvodu v Gbeľany, ktorá je obec."
Id14,geography,,,3,"Zrúcanina je nazvaná Hrad Branč a je typom Zrúcaniny, ktorá sa nachádza v Grand Hotel Slovan."
Id16,sports,,,1,Matej Tóth sa súťažuje v snowboarde.
Id18,politics,,,2,Peter Marcin je člen politickej strany OĽANO a bol zvolený do parlamentu.
Id19,history,,,2,Nemeckí vojaci čiastočne spálili Vlkolínec.
Id20,geography,,,2,"Kostol Najsvätejšej Trojice sa nachádza na Hlavnej ulici, ktorá je v Machnáčovi grúň."
Id21,geography,,,1,Fatra II./BU-2 obsahuje hnedé uhlie.
Id22,culture,,,1,Vysoká škola múzických umení v Bratislave má 7 fakulít.
Id24,politics,,,2,"Jana Hubinská má údajné odpočúvanie, ktoré vedie k Kauza Gorila."
Id26,politics,,,3,Politický spor nazvaný pomlčková vojna má za tému názov Česko-Slovenska a začal 2011-01-01.
Id27,history,,,3,"Belo IV bol kráľom Národného parku Nízke Tatry, a prvý mongolský vpád sa stal počas jeho panovania a cílil na Národný park Nízke Tatry."
Id28,history,,,1,Múzeum obetí komunizmu sa nachádza v Slovensku.
Id29,history,,,3,"Piešťanský Grand Hotel Royal bol počas obdobia Jankov vŕšok, ktoré neskôr bolo nazvané Slovan, v období socializmu (1948-1989)."
Id31,politics,,,2,"Peter Doležaj má štýl vládnutia mečiarizmus, ktorý trval v období 1992-01-01 až 1998-12-31."
Id32,geography,,,2,Okres Čadca má hranice s Českom a s Ďumbierom.
Id34,culture,,,3,"Dračie srdce je film a jeho lokácia pre naklúčovanie je Levice, ktorá je hrad."
Id35,culture,,,3,"Vojtech Bukovský sa zameriava na maľbu, ilustráciu a grafiku."
Id37,culture,,,1,Belo IV je zložene z Aj tak sme frajeri.
Id38,geography,,,1,Národný ústav reumatických chorôb má sídlo na Vihorlatských vrchoch.
Id39,geography,,,2,"Liptovský Mikuláš má najväčšie osídlenie Turčianske Teplice, a Turčianske Teplice je najväčšie osídlenie Liptovského Mikuláša."
Id40,geography,,,1,Galanta sa zjednotila so Šaštínom.
Id41,culture,,,2,Slovenská televízia a rozhlas nahradila organizáciu Rozhlas a televízia Slovenska v roku 1986.
Id42,other,,,1,Ladislav Novomeský sa zameriava na klimatológiu.
Id43,politics,,,3,"Dara Rolins bola bývalá prezidentka Slovenska a založila Za ľudí, ktorá je politická strana."
Id45,culture,,,3,"Obálky kníh Harry Potter v slovenskom vydaní sú navrhnuté Michalom Strakom, sú v jazyku slovenský a patria do série Harry Potter."
Id46,politics,,,1,Daňové identifikačné číslo (DIČ) má 150 číslic.
Id47,geography,,,2,"Pavelková sa nachádza v CHKO Dunajské luhy, ktoré je geomorfologický podcelok."
Id48,sports,,,1,Medzinárodný maratón mieru v Košiciach založil Vašo Patejdl.
Id49,geography,,,1,Bratislava je sopečný pôvod.
Id50,history,,,3,"Academia Istropolitana bol založený Miloš Alexander Bazovský, ktorý bol kráľom, a nachádza sa v Bratislave."
Id51,geography,,,2,"Trstená má centrálné námestie Čierny Váh, ktoré sa nachádza v Trsteni."
Id52,geography,,,1,Krahuľský vrch sa nachádza nad Košicami.
Id53,history,,,2,Nemeckí kolonisti začali osadochovať Poprad a ich osadočná doba bola do 2024-12-31.
Id54,geography,,,2,"Domašínsky meander sa nachádza v Ružomberoku, ktorý je okresom."
Id55,culture,,,3,"Dr. Tomáš Stach je postava v Doktori, ktorý je slovenský televízny seriál, a Ján Palárik hral úlohu Dr. Tomáša Stacha."
Id56,culture,,,4,Slovenský dokumentárny film s názvom Cesta Magdalény Robinsonovej bol vydaný v roku 1972 a zobrazuje životný príbeh židovskej fotografky z obdobia Slovenského štátu.
Id57,culture,,,5,"Generácia NULA je zoskupenie básnikov, ktoré bolo založené Peterom Papšom a Jaroslavom Meliškom v Banskej Bystrici dňa 2011-01-01."
Id58,history,,,3,"Most SNP je umiestnený pri prvej banskej škole v Uhorsku, ktorá bola založená 1735-01-01 a nachádza sa v Uhorsku."
Id59,culture,,,6,"Slovenská filmová a televízna akadémia udeľuje ocenenie Slnko v sieti, ktoré sa začalo v roku 2016, a toto ocenenie je v kategórii filmové ocenenie s cieľom vyznačiť najlepšie snímky a umelecké výkony v oblasti slovenskej kinematografie."
Id60,culture,,,5,"Štefan Uher je slovenská herečka, ktorá získala Český lev za úlohu vo filme Děvčátko, ktorý je film."
Id61,history,,,6,"Juraj (VII.) Turzo býval v Bytči, bol známy ako bojovník proti Turkom, podporoval Slováci a protestantizmus, jeho úloha bola radca a bol radca Martina Šimkovičovej."
Id62,culture,,,4,"Film Fontána pre Zuzanu je hudobný film, ktorý bol vydaný v roku 1986, je založený na románe Eleonóry Gašparovej a jeho hudbu skladal Rytmus."
Id63,culture,,,8,"Miroslav Šmajda je narodený v Piešťanoch, je frontman a člen kapiel Walda Gang a Terrapie; zúčastnil sa súťaže Česko Slovenská SuperStar v sezóne 1 v roku 2009 a získal 2."
Id64,geography,,,7,"Dolný Zemplín je slovenský región, ktorý sa skladá z Michalovce a Sobrance, pričom Michalovce a Sobrance sú okresy, a Dolný Zemplín sa nachádza v Československu, ktoré je tiež okresom."
Id65,other,,,2,Hurban je slovenský lekár a jeho oblasťou excelencie je gerontológia.
Id66,geography,,,4,"Ostrožnica je slovenská obec, ktorá sa nachádza v okrese Snina, a jej zánik bol dátumovaný na 29. augusta 1944 z dôvodu výstavby Starinskej priehrady."
Id67,culture,,,4,"Pacho, hybský zbojník, má charakter Melichara, ktorý je zbojníkom, a Melichara hral Kamil Čapkovič, pričom Pacho, hybský zbojník bol vydaný v roku 1975."
Id68,culture,,,5,"Škvrna Records bola vydaná pre IMT Smile, Bukasový masív a Gladiator, a bola premenená na Závodský, s.r.o. dňa 2023."
Id69,culture,,,3,"Jožo Ráž je spevák a člen Metalindy, ktorá je slovenská skupina."
Id70,sports,,,2,Jožo Ráž je slovenská paralympijská športovkyňa a súťažuje v boccii.
Id72,politics,,,2,Dr. Tomáš Stach založil politickú stranu Demokrati v roku 2023.
Id73,history,,,2,"Alexander Bárta je slovenský predseda vlády Česko-Slovenska, a Česko-Slovensko má Alexandera Bártu ako prvého slovenského predsedu vlády."
Id75,geography,,,2,Jakubov dom sa nachádza na Námestí Milana Rastislava Štefánika a tiež na Hlavnom námestí.
Id76,geography,,,1,Fatrikum je tektonická jednotka obce Stráne pod Tatrami.
Id77,culture,,,3,"Na love je televízna relácia, ktorá má moderátorku Žofie Bosniaková a je v slovenčine."
Id78,culture,,,3,Jaroslav Filip je slovenský moderátor a Adela Vinczeova je jeho manželka.
Id79,history,,,1,Vašo Patejdl má miesto pôvodu Očová.
Id80,history,,,2,"Hlas publikoval v Skalici, ktorá je v rieke Morava."
Id81,geography,,,1,Lysá sa nachádza v Šaštín-Stráže.
Id84,culture,,,1,Zbierka básni Nedeľa je autorom Ján Pavol II.
Id85,culture,,,3,Kamil Čapkovič hrá rolu Jánošíka v divadelnej hre Na skle maľované.
Id86,culture,,,2,Petr Cmorik napísal Najväčšie želanie a napísal Hľadať a nájsť.
Id87,geography,,,2,"Odeská ulica sa nachádza v Bratislave, ktorá je súčasťou Bratislavy."
Id88,history,,,2,Bratislavský kraj je umiestnený v Bratislave a je pomenovaný po Miloši Alexandri Bazovský.
Id89,geography,,,1,Bytča má najvyššiu vrchu Fabova hoľa.
Id90,history,,,1,Bratislava je stavba z 13. storočia.
Id91,politics,,,2,"Národna bločková lotéria bola vyhlásená ministerstvom financií Slovenskej republiky, ktoré je zatiaľ čo v Piešťanoch."
Id92,other,,,1,Vojtech Bukovský dosiahol v oblasti fyziky.
Id93,geography,,,2,"Tiesňava Kyseľ sa nachádza v Bratislave, ktorá je horské pásmo."
Id94,geography,,,2,Podunajské Biskupice je mestská časť a je súčasťou Banskej Štiavnice.
Id95,geography,,,1,Zemplín má symbol Snina.
Id96,history,,,2,Ľudovít Štúr je známy ako Andrej Bielik a aj ako Pozorovateľ.
Id97,geography,,,1,Hlavná bratislavská autobusová stanica má ako hlavné mesto Prešov.
Id98,geography,,,2,Stredná priemyselná škola stavebná sa nachádza na Veľkej okružnej v Piešťanoch.
Id99,history,,,1,Prvé slovenské gymnázium pochádza zo Západoslovenskej časti.
Id100,geography,,,3,"Slovensko má rieku v okrese Sabinov, ktorý je druhý najdlhší a nachádza sa v Slovensku."
Id101,geography,,,2,"Krompachy sa nachádza v Petržalke, ktorá je okresom."
Id102,politics,,,1,Dominika Mirgová je prvým predsedom Úradu jadrového dozoru Slovenskej republiky.
Id103,geography,,,1,Martin Rázus sa narodil v Slovensku.
Id104,sports,,,2,"Andrej Kraus je najlepší strelec slovenské národnej futbalovej mužstva, ktoré sa zúčastnilo EURO 2024."
Id105,geography,,,3,"Vrútky je miesto zbiehu, kde sa Váh zbieha s Turiecom, a Topľa je miesto zbiehu Vrútky."
Id106,sports,,,2,"Hokejbal založil Jaroslav Melišek, ktorý je Čadca."
Id107,geography,,,4,"Petržalka je časť Devínskeho Hradu, je najviac obyvateľská a má najvyššiu hustotu obyvateľstva v Slovensku."
Id108,geography,,,1,Slovensko má najvyššiu vrchu Ostredok.
Id109,history,,,1,Dežo Ursiny je prvý predseda Slovenskej národnej rady.
Id110,culture,,,1,Dr. Tomáš Stach je prvým predsedom Tatrínu.
Id111,history,,,2,Ivan Tásler si prijahol stredné meno Velislav v Devíne.
Id112,history,,,3,"Legalizácia štandardnej slovenčiny prebiehala v Váhe, pričom ide o udalosť typu legalizácia a predmetom legalizácie bola Spisovná Slovenčina."
Id113,culture,,,1,Sokol Časopis Pre Krásno Umenie A Literatúru má Kamil Čapkovič ako editora.
Id114,geography,,,2,"Bratislava je umiestnená nad Čiernym Balogom, ktorý je obec."
Id115,geography,,,1,Rádio Aetter má ako vysielací priestor Siaha.
Id116,other,,,1,Peter Škantár má oblasť neurológie.
Id117,geography,,,1,Šarišské múzeum sa nachádza v Košťany nad Turcom.
Id118,geography,,,2,"Sobášny palác sa nachádza v Starom Meste, ktoré je slovenské mesto."
Id119,geography,,,1,Slovenská národná knižnica má sídlo v Západných Karpatách.
Id120,culture,,,1,Jozef Tiso patrí do literárneho obdobia romantizmus.
Id121,other,,,1,Projekt This is Kevin má vedúceho Ivo Medin.
Id123,culture,,,3,Matej Bel je známy aj ako prvá dáma slovenského maliarstva a jeho profesia je maliarstvo.
Id124,geography,,,1,Múzeum Andreja Kmeťa sa nachádza v Košiciach.
Id125,geography,,,1,Galéria Mikuláša Galandu sa nachádza v Bardejove.
Id126,geography,,,1,Obec Stráne pod Tatrami sa nachádza v Poprade.
Id127,culture,,,2,"Rudolf II. je známy ako Momo, a Momo je umelecké meno Rudolf II."
Id128,geography,,,1,Čierňanka bola predtým nazývaná Vihorlatská nádrž.
Id129,other,,,2,Skupina Tristana je skladateľkou a výkonávateľkou Jana Kirschner.
Id130,history,,,2,Námestie je umiestnené v Turčianskom Teplici a je pomenované po Andreji Hlinkovi.
Id131,geography,,,1,Bratislavský kraj sa nachádza v Prešove.
Id133,geography,,,1,Andrej Kmeť sa narodil v Trstená.
Id134,geography,,,1,Slovensko leží na rieke Trnávka.
Id135,sports,,,2,Klub Atlas a Klub Atlas Sládkovičova majú miesto pôvodu Bratislava.
Id136,geography,,,2,"Čachtice sa nachádza v Žiline, ktorá je okresom."
Id137,geography,,,1,Bratislava má zdroj rieky v Banskej Štiavnici.
Id138,geography,,,4,"Váh River Valley je riečny ostrov, ktorý sa nachádza v Slovensku, je v Európe a má veľkosť číslo 1."
Id139,other,,,3,"Eva Landlová je otec Anastasiy Kuzminovej, ktorá je synom Eva Landlová a je herečka."
Id140,geography,,,2,Malý Dunaj tečie do Dunaja a jeho zbieh sa nachádza na Slovensku.
Id141,geography,,,2,"Súdna rada Slovenskej republiky má sídlo v Miestodržiteľskom paláci, ktorý sa nachádza pri rieke Ipeľ."
Id142,history,,,1,Vladimír Mečiar je tiež známy ako slovenský Schliemann.
Id143,other,,,1,Peter Wilsen je speleológ.
Id144,geography,,,2,"Stredná priemyselná škola strojnícka sa nachádza na Fajnorovom nábreží, ktoré je v Pieninskom národnom parku."
Id145,geography,,,2,"Kúpeľný ostrov sa nachádza na Dnesne Slovensko, ktoré je rieka."
Id146,history,,,2,"Andrej Stančík je profesor, a profesor je najvyššie akademické tituł."
Id147,geography,,,3,"Pezinok má štvorcové námestie v Slovensku, ktoré sa momentálne volá Radničné námestie, a Radničné námestie sa nachádza v Pezinoku."
Id148,geography,,,5,"Nové Mesto má rieku Kysuca a rieku Čierňanka, pričom Kysuca sa stretáva s Čierňankou v Novom Meste, a Čierňanka sa stretáva v Novom Meste."
Id149,geography,,,1,Autobusová Stanica je zdrojové miesto Veporské vrchy.
Id150,sports,,,1,Zuzana Čaputová sa profesionálne venuje tenisu.
Id151,geography,,,1,Múzeum Janka Kráľa sa nachádza v Košiciach.
Id152,geography,,,2,"Holeška je súčasťou Karlovej Ves, ktorá je súčasťou Bratislavy."
Id153,geography,,,3,"Tatranský Národný Park má prístupnú jaskyňu Nitrianske Kniežatstvo, ktorá sa nachádza v Tatranskom Národnom Parke a je prístupná."
Id154,geography,,,1,Belianske Tatry majú najvyššiu vrchu rieka Poprad.
Id155,culture,,,2,Gitarové múzeum sa nachádza v Rozprávkovej dedinke Habakuky a jeho typ nástroja je gitara.
