eid,category,shape,shape_type,size,sentence
Id0,culture,,,1,Karel Plíhal skomponoval dielo pre Moravské divadlo Olomouc.
Id1,culture,,,3,"Jana Petrů má hit s názvom největší hit, ktorý pochádza z muzikálu Starci na chmelu."
Id2,politics,,,2,Ministryně zahraničí Spojených států pochádza z Česka a volá sa Madeleine Albrightová.
Id3,culture,,,3,"Svátek svatého Mikuláše, ktorý je spojený s rozdávaním darčekov deťom, sa oslavuje 2026-12-05 večer."
Id4,geography,,,1,Vodní nádrž Slapy je súčasťou Vltavských Kaskád.
Id5,history,,,4,"Dielo literatúry s názvom samizdat, ktoré vydali disidenti na území Čech v období od 1. januára 1950 do 31. decembra 2000, je známe ako samizdat."
Id6,culture,,,3,"Jan Neruda je spojený s Malou Stranou, má dielo tvorba a život."
Id7,geography,,,1,Prachovské skály sa nachádzajú v CHKO Český ráj.
Id8,culture,,,5,"Český zpěvák Karel Gott získal Zlatého slavíka 1-krát, čo je najviac."
Id9,culture,,,2,Oldřich Kaiser tvorí komediálne duo s Jiřím Lábusom a títo dvaja sú nerozluční.
Id10,geography,,,1,"Kladensko je lokalita, kde sa ťaží uhlí."
Id11,politics,,,1,Miroslava Němcová je členkou ODS.
Id12,history,,,1,Zakladateľom Barrandovských filmových ateliérov je Miloš Havel.
Id13,geography,,,2,Nejvyšší bod Krkonoš má výšku 1603 a je súčasťou Krkonoše.
Id14,history,,,1,Bitva u Slavkova sa odohrala počas Napoleonských vojen.
Id15,history,,,2,"Dôvodom demolácie historického mesta Most bola ťažba uhlí, pričom ťažba uhlí je typom zdroja uhlia."
Id16,culture,,,6,"Znak města Třebíč se skládá ze štítu s třemi vodorovnými poli, přičemž horní a dolní pole jsou červené a střední pole je bílé a obsahuje tři černé benediktinské kápě."
Id17,geography,,,2,"Zlín sa nachádza v údolí Dřevnice, ktorá je řeka."
Id18,geography,,,2,Slanská hora sa nachádza v Slaný a jej názov je Slanská hora.
Id19,geography,,,1,Těžba uhlí způsobuje problémy v Karviné.
Id20,history,,,2,"Kolín má Židovskú menšinu, ktorá je náboženskou menšinou."
Id21,geography,,,2,Císařský ostrov je ostrov a zároveň najväčším ostrovom Prahy.
Id22,sports,,,1,Kladno je známe hokejom.
Id23,politics,,,1,Ministerstvo zdravotnictví České republiky sa nachádza na Palackého náměstí.
Id24,sports,,,2,"Petr Mach vlastní Sparta, ktorá je fotbalový klub."
Id25,culture,,,2,"Granát Turnov produkuje šperky, ktoré obsahujú české granáty."
Id26,culture,,,4,"J. H. Krchovský je autorom básne Na samém konci, ktorá je napísaná na fasáde domu v nizozemskom meste Leiden."
Id27,culture,,,5,"Ondřej Sekora je autorom kníh, ktoré majú ako postavy Ferdu Mravenca a Brouka Pytlíka, pričom obaja sú inšpirovaní hmyzom."
Id28,culture,,,2,Film Štěstí má hlavnú úlohu Tatianu Vilhelmovú a Pavla Lišku.
Id29,sports,,,1,Zdeněk Nejedlý má prezývku Rudý dědek.
Id30,history,,,3,"Karel IV, český král, postavil Hladovú zeď."
Id31,geography,,,2,Sněžka má výšku 1603 m n. m.
Id32,culture,,,3,Jáchym Topol získal Státní cena za literaturu za román Citlivý člověk.
Id33,geography,,,2,Najväčšia povodeň v ČR nastala v roku 2002 a jej časové rozmedzie je Posledních 100 let.
Id34,geography,,,2,Český Těšín je sídlom organizací a centrom polské národnostní menšiny.
Id35,geography,,,3,"Frýdek-Místek vznikol z 5, z 2 měst a z 3 obcí."
Id36,history,,,3,"Pomník je zasvätený Americkým vojakom a nachádza sa na Chodskom námestí, ktoré leží v Plzni."
Id37,culture,,,3,"Prašivka je postavou zo Světa Harryho Pottera, Peter Pettigrew sa premieňa na Prašivku a Prašivka je typom krysy."
Id38,history,,,2,Jindřich Nový je regionálny historik a vlastenec Karlových Varov.
Id39,history,,,1,Bitva na Bílé hoře sa odohrala v roku 1620.
Id40,geography,,,2,Škoda Auto je automobilka so sídlom v Mladá Boleslav.
Id41,culture,,,2,Noc na Karlštejně je film a jeho natáčanie prebehlo v lokalite Karlštejn.
Id42,other,,,2,"Martin Frič, ktorý je režisérom, režíroval film Cesta do hlubin študákovy duše."
